100/01-02-078-17W6/00,Kpaddy,953
100/01-02-078-17W6/00,Kcadotte,990
100/01-02-078-17W6/00,Kharmon,1037
100/01-02-078-17W6/00,Knotikwn,1062
100/01-02-078-17W6/00,Kfalher,1140
100/01-02-078-17W6/00,Kwilrich,1289
100/01-02-078-17W6/00,Kbluesky,1436
100/01-02-078-17W6/00,Kgething,1450
100/01-02-078-17W6/00,Kcadomin,1575
100/01-02-078-17W6/00,Jnikanssn,1610
100/01-02-078-17W6/00,Jfernie,1770
100/01-02-078-17W6/00,Jnordegg,1891
100/01-02-078-17W6/00,TRbaldnnl,1917
100/01-02-078-17W6/00,TRchly_lk,1958
100/01-02-078-17W6/00,TRbndrylk,2040
100/01-02-078-17W6/00,TRhalfway,2266
100/01-02-078-17W6/00,TRdoig,2302
100/01-02-078-17W6/00,TRdoig_ph,2385
100/01-02-078-17W6/00,TRmontney,2413
100/01-02-078-17W6/00,PRbelloy_p,2729.7
100/01-02-078-17W6/00,PRbelloy,2730
100/01-04-079-18W6/00,Kbfs,564.2
100/01-04-079-18W6/00,Kpaddy,819.6
100/01-04-079-18W6/00,Kcadotte,860
100/01-04-079-18W6/00,Kharmon,900
100/01-04-079-18W6/00,Knotikwn,945.8
100/01-04-079-18W6/00,Kfalher,1011
100/01-04-079-18W6/00,Kfalher_b,1037.6
100/01-04-079-18W6/00,Kfalher_c,1054.2
100/01-04-079-18W6/00,Kfalher_d,1090.8
100/01-04-079-18W6/00,Kfalher_e,1128.1
100/01-04-079-18W6/00,Kbluesky,1301
100/01-04-079-18W6/00,Kgething,1332
100/01-04-079-18W6/00,Kcadomin,1489.4
100/01-04-079-18W6/00,Jnikanssn,1510
100/01-04-079-18W6/00,Jfernie,1680
100/01-04-079-18W6/00,Jrock_ck,1752.1
100/01-04-079-18W6/00,Jpokerchp,1772.4
100/01-04-079-18W6/00,Jnordegg,1796.1
100/01-04-079-18W6/00,TRbaldnnl,1818.1
100/01-04-079-18W6/00,TRchly_lk,1868
100/01-04-079-18W6/00,TRsiphon,1928.3
100/01-04-079-18W6/00,TRnancy,1953.2
100/01-04-079-18W6/00,TRbndrylk,1991.6
100/01-04-079-18W6/00,TRcpln_uc,2018.3
100/01-04-079-18W6/00,TR_A_ls_B,2152.1
100/01-04-079-18W6/00,TR_b_an,2177
100/01-04-079-18W6/00,TRartex,2202.4
100/01-04-079-18W6/00,TRhalfway,2214.5
100/01-04-079-18W6/00,TRdoig,2236.2
100/01-04-079-18W6/00,TRdoig_ss,2240.3
100/01-04-079-18W6/00,TRdoig_ph,2352
100/01-04-079-18W6/00,TRmontney,2371.1
100/01-04-079-18W6/00,PRbelloy,2699
100/01-04-079-18W6/00,TRmontney_p,2725
100/01-14-086-19W6/00,Kbfs,413
100/01-14-086-19W6/00,Kpeace_rv,687.3
100/01-14-086-19W6/00,Kharmon,755.7
100/01-14-086-19W6/00,Knotikwn,780.8
100/01-14-086-19W6/00,Kbluesky,1059.3
100/01-14-086-19W6/00,Kgething,1073.3
100/01-14-086-19W6/00,Kcadomin,1137.9
100/01-14-086-19W6/00,Jfernie,1158.9
100/01-14-086-19W6/00,Jnordegg,1192.2
100/01-14-086-19W6/00,TRbaldnnl,1212.5
100/01-14-086-19W6/00,TRchly_lk,1245.8
100/01-14-086-19W6/00,TRsiphon,1287.5
100/01-14-086-19W6/00,TRcecil,1294.6
100/01-14-086-19W6/00,TRnancy,1304
100/01-14-086-19W6/00,TRbndrylk,1334.6
100/01-14-086-19W6/00,TRcoplin,1362.7
100/01-14-086-19W6/00,TRartex,1467.8
100/01-14-086-19W6/00,TRhalfway,1475.6
100/01-14-086-19W6/00,TRhlfw_L,1489.8
100/01-14-086-19W6/00,TRdoig,1503.7
100/01-14-086-19W6/00,TRmontney,1570.1
100/01-14-086-19W6/00,PRbelloy,1838.9
100/01-14-086-19W6/00,Mgolata,1849.4
100/01-14-086-19W6/00,Mgolata_p,1867.8
100/01-14-086-19W6/02,Kbfs,413
100/01-14-086-19W6/02,Kpeace_rv,687.3
