User-Format Well ID, Top Depth (m), Bottom Depth (m), Coresponding Top Depth (m), Coresponding FTOP, Coresponding Bottom Depth (m), Coresponding FBTM
200/b-080-C 093-P-12/00, 3100, 3766, 2370.3, Jnikanssn, 3747.7, TRchly_lk
200/c-050-D 094-A-04/00, 187, 900, 0, ABOVE Kmoosebar, 792, Kcadomin
200/a-100-D 094-A-04/00, 198, 841.5, 0, ABOVE Kmoosebar, 635, Kgething
200/a-100-D 094-A-04/02, 198, 841.5, 0, ABOVE Kmoosebar, 635, Kgething
200/b-049-D 094-A-05/00, 1538.8, 2660.1, 1533, Jnordegg, 1407, BELOW TRdoig_p
204/b-077-I 094-A-11/00, 222.3, 1382.3, 0, ABOVE Knotikwn, 1364, TRhlfw_L
200/a-087-I 094-A-11/00, 227, 1365.3, 0, ABOVE Knotikwn, 1362.5, TRdoig
200/a-087-I 094-A-11/02, 227, 1365.3, 0, ABOVE Knotikwn, 1362.5, TRdoig
200/d-048-J 094-A-11/00, 241, 1488, 0, ABOVE Kbfs, 1454.7, TRdoig
200/d-048-J 094-A-11/02, 241, 1488, 0, ABOVE Kbfs, 1454.7, TRdoig
200/d-048-J 094-A-11/03, 241, 1488, 0, ABOVE Kbfs, 1454.7, TRdoig
200/d-048-J 094-A-11/04, 241, 1488, 0, ABOVE Kbfs, 1454.7, TRdoig
200/d-048-J 094-A-11/05, 241, 1488, 0, ABOVE Kbfs, 1454.7, TRdoig
202/b-084-J 094-A-11/00, 3392, 3555, 3382.8, Dmuskeg, 1407, BELOW TRdoig_p
200/a-075-I 094-A-12/00, 274, 1765, 0, ABOVE Kbfs, 1737.5, TRmontney
200/b-075-I 094-A-12/00, 268, 1812, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-095-I 094-A-12/00, 308, 1817, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-095-I 094-A-12/02, 308, 1817, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/b-057-K 094-A-12/00, 621, 1996.5, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/b-025-L 094-A-12/00, 1035, 2065, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-061-L 094-A-12/00, 1130, 2192.2, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-005-A 094-A-13/00, 277.5, 1864, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
202/c-016-A 094-A-13/00, 263, 1710.1, 0, ABOVE Kbluesky, 1693.6, TRmontney
200/b-026-A 094-A-13/00, 278, 1741.5, 0, ABOVE Kbfs, 1407, BELOW TRdoig_p
200/c-062-A 094-A-13/00, 265, 1750, 0, ABOVE Kbfs, 1710, TRmontney
200/d-028-B 094-A-13/00, 376.3, 1741.4, 0, ABOVE Kbluesky, 1686, TRdoig
200/d-028-B 094-A-13/02, 376.3, 1741.4, 0, ABOVE Kbluesky, 1686, TRdoig
200/a-055-D 094-A-13/00, 1600, 2025, 1493, TRcoplin, 1407, BELOW TRdoig_p
200/a-055-D 094-A-13/02, 1600, 2025, 1493, TRcoplin, 1407, BELOW TRdoig_p
202/c-063-D 094-A-13/00, 25, 2214, 0, ABOVE Ksikanni, 1407, BELOW TRdoig_p
202/b-018-E 094-A-13/00, 625, 1989, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-072-F 094-A-13/00, 238, 1436, 0, ABOVE Kbluesky, 1402, TRbaldnnl
200/a-072-F 094-A-13/02, 238, 1436, 0, ABOVE Kbluesky, 1402, TRbaldnnl
200/d-048-G 094-A-13/00, 1244.5, 1359.2, 1244.5, Kbluesky, 1320.9, Jfernie
200/d-005-H 094-A-13/00, 527, 3432, 0, ABOVE Kbluesky, 3418, Dslave_pt
200/d-005-H 094-A-13/02, 527, 3432, 0, ABOVE Kbluesky, 3418, Dslave_pt
200/d-013-H 094-A-13/00, 2044, 3483, 2031, Melkton, 3482, Dmuskeg
200/a-021-H 094-A-13/00, 251.1, 1575.4, 0, ABOVE Kbfs, 1407, BELOW TRdoig_p
200/a-032-H 094-A-13/00, 1446, 1589, 1433, TRhalfway, 1407, BELOW TRdoig_p
200/a-052-H 094-A-13/00, 1490, 1620, 1280, TRchly_lk, 1407, BELOW TRdoig_p
200/a-058-H 094-A-13/00, 201, 1268, 0, ABOVE Kbluesky, 1240, Jfernie
200/a-062-H 094-A-13/00, 1542, 1623, 1522, TRdoig_ss, 1407, BELOW TRdoig_p
200/d-072-H 094-A-13/00, 1500, 1617, 1494.8, TR_b_an, 1407, BELOW TRdoig_p
200/d-072-H 094-A-13/02, 1500, 1617, 1494.8, TR_b_an, 1407, BELOW TRdoig_p
202/a-082-H 094-A-13/00, 1510, 1622, 1509, TRhalfway, 1407, BELOW TRdoig_p
200/a-021-I 094-A-13/00, 223, 1259.5, 0, ABOVE Kbfs, 1243.4, TRchly_lk
200/a-021-I 094-A-13/02, 223, 1259.5, 0, ABOVE Kbfs, 1243.4, TRchly_lk
200/a-021-I 094-A-13/03, 223, 1259.5, 0, ABOVE Kbfs, 1243.4, TRchly_lk
200/d-056-I 094-A-13/00, 1375, 2152.2, 1282.7, TRchly_lk, 1775.4, Mdebolt
200/d-056-I 094-A-13/02, 1375, 2152.2, 1282.7, TRchly_lk, 1775.4, Mdebolt
200/d-043-K 094-A-13/00, 454, 1936.5, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/c-021-L 094-A-13/00, 1265, 2069, 0, ABOVE Kbluesky, 2053, Mdebolt
200/d-026-A 094-A-14/00, 209, 1379, 0, ABOVE Kshftbury, 1375.2, TRdoig
202/c-035-B 094-A-14/00, 179, 1126.1, 0, ABOVE Kshftbury, 1105.2, Kbluesky
202/c-035-B 094-A-14/02, 179, 1126.1, 0, ABOVE Kshftbury, 1105.2, Kbluesky
200/a-091-E 094-A-14/00, 224, 1350, 0, ABOVE Kshftbury, 1339.4, TRbndrylk
200/a-091-E 094-A-14/02, 224, 1350, 0, ABOVE Kshftbury, 1339.4, TRbndrylk
200/a-091-E 094-A-14/03, 224, 1350, 0, ABOVE Kshftbury, 1339.4, TRbndrylk
200/a-030-G 094-A-14/00, 195, 1245.7, 0, ABOVE Kshftbury, 1235.4, TRchly_lk
200/b-071-H 094-A-14/02, 504, 1300, 0, ABOVE Dmuskeg_p, 2043, Dkeg_rv_p
200/c-015-K 094-A-14/00, 237.9, 1489.1, 0, ABOVE Kshftbury, 1483.8, TRdoig_ph
200/c-015-K 094-A-14/02, 237.9, 1489.1, 0, ABOVE Kshftbury, 1483.8, TRdoig_ph
200/b-026-K 094-A-14/00, 210, 1337.7, 0, ABOVE Kshftbury, 1316.3, TRbndrylk
200/c-038-K 094-A-14/00, 200, 1318, 0, ABOVE Kshftbury, 1294.7, TRnancy
200/d-091-K 094-A-14/00, 1743, 3231, 1657.8, Mdebolt, 3227.5, Dsulp_pt
200/d-091-K 094-A-14/02, 1743, 3231, 1657.8, Mdebolt, 3227.5, Dsulp_pt
200/a-033-L 094-A-14/00, 238.5, 1532.3, 0, ABOVE Kshftbury, 1482.2, TRdoig
200/b-053-L 094-A-14/00, 258, 1289.9, 0, ABOVE Kshftbury, 1287.1, TRchly_lk
200/d-059-L 094-A-14/00, 210.3, 1328.5, 0, ABOVE Kshftbury, 1322.6, TRnancy
200/d-059-L 094-A-14/02, 210.3, 1328.5, 0, ABOVE Kshftbury, 1322.6, TRnancy
200/d-059-L 094-A-14/03, 210.3, 1328.5, 0, ABOVE Kshftbury, 1322.6, TRnancy
200/c-061-L 094-A-14/00, 1170, 1337.5, 963, Kspirit_r, 1326, TRbndrylk
200/c-061-L 094-A-14/02, 1170, 1337.5, 963, Kspirit_r, 1326, TRbndrylk
200/d-065-L 094-A-14/00, 224, 1290.7, 0, ABOVE Kshftbury, 1286.2, TRbaldnnl
200/b-077-L 094-A-14/00, 209, 1301.2, 0, ABOVE Kshftbury, 1275.1, TRbaldnnl
200/b-077-L 094-A-14/02, 209, 1301.2, 0, ABOVE Kshftbury, 1275.1, TRbaldnnl
200/c-033-B 094-A-15/00, 186.5, 1192.6, 0, ABOVE Kshftbury, 1184.7, TRbndrylk
200/b-088-E 094-A-15/00, 211, 1369, 0, ABOVE Knotikwn, 1368.5, TRmontney
200/d-021-G 094-A-15/00, 310.6, 1238.5, 0, ABOVE Kbluesky, 1220, TRdoig
200/b-058-K 094-A-15/00, 165, 1071, 0, ABOVE Knotikwn, 1407, BELOW TRdoig_p
200/d-052-L 094-A-15/00, 211, 1065.5, 0, ABOVE Kshftbury, 1017.3, Kgething
200/b-072-F 094-A-16/00, 225, 1051, 0, ABOVE Kshftbury, 1041, TRchly_lk
200/b-072-F 094-A-16/02, 225, 1051, 0, ABOVE Kshftbury, 1041, TRchly_lk
200/d-047-G 094-A-16/00, 153.5, 1187.7, 0, ABOVE Kshftbury, 1175, TRdoig_ph
200/d-047-G 094-A-16/02, 153.5, 1187.7, 0, ABOVE Kshftbury, 1175, TRdoig_ph
200/b-020-H 094-A-16/00, 157, 1207, 0, ABOVE Kshftbury, 1201.5, TRmontney
200/b-020-H 094-A-16/02, 157, 1207, 0, ABOVE Kshftbury, 1201.5, TRmontney
200/a-093-K 094-A-16/00, 2400, 3063.6, 2393, Djn_marie, 1407, BELOW TRdoig_p
200/a-093-K 094-A-16/02, 2400, 3063.6, 2393, Djn_marie, 1407, BELOW TRdoig_p
200/a-093-K 094-A-16/03, 2400, 3063.6, 2393, Djn_marie, 1407, BELOW TRdoig_p
200/a-093-K 094-A-16/04, 2400, 3063.6, 2393, Djn_marie, 1407, BELOW TRdoig_p
200/c-083-H 094-B-01/00, 199, 1019, 0, ABOVE Kharmon, 931, Kcadomin
200/c-083-H 094-B-01/02, 199, 1019, 0, ABOVE Kharmon, 931, Kcadomin
200/b-017-I 094-B-01/00, 593.8, 2688.2, 0, ABOVE Kbluesky, 2644.8, PRbelloy
203/a-078-I 094-B-01/00, -1, 2638.3, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-094-I 094-B-01/00, 2824, 3311, 2716.6, PRbelloy, 1407, BELOW TRdoig_p
200/c-028-H 094-B-07/00, -1, 1590, 0, ABOVE Kmontth, 1538, Mkiskatnw
200/d-094-I 094-B-07/00, 604.6, 1694.1, 0, ABOVE Kbluesky, 1685.5, Jnordegg
200/d-049-F 094-B-08/00, 595, 1674, 0, ABOVE Kbluesky, 1542.5, Jfernie
200/d-049-F 094-B-08/02, 595, 1674, 0, ABOVE Kbluesky, 1542.5, Jfernie
200/c-065-F 094-B-08/00, 507.2, 1429.5, 0, ABOVE Kbluesky, 1313, Jfernie
200/c-016-G 094-B-08/00, 209, 1238, 0, ABOVE Kspirit_r, 1407, BELOW TRdoig_p
202/b-022-G 094-B-08/00, 261, 1694, 0, ABOVE Kbluesky, 1575.5, Jfernie
200/d-046-G 094-B-08/00, 2042, 2655.2, 1938, TRinga, 2329, TRmontney
200/d-054-G 094-B-08/00, 257.8, 1614.4, 0, ABOVE Kbluesky, 1511, Jfernie
200/c-060-G 094-B-08/00, 607.7, 1787.4, 0, ABOVE Kbluesky, 1685, Jfernie
202/c-003-H 094-B-08/00, 269, 1760, 0, ABOVE TRdoig_ph, 1498.1, Djn_marie_p
200/a-040-I 094-B-08/00, 1481.7, 2554.6, 1480.3, Jnordegg, 1407, BELOW TRdoig_p
200/c-057-I 094-B-08/00, 611, 1752, 0, ABOVE Kbluesky, 1716, TRinga
200/c-006-L 094-B-08/00, 609, 1642.9, 0, ABOVE Kbluesky, 1527, Jfernie
200/c-044-L 094-B-08/00, 1948, 2728, 1680, TRchly_lk, 1407, BELOW TRdoig_p
200/c-072-L 094-B-08/00, 38, 1643.2, 0, ABOVE Kbluesky, 1563.5, TRbaldnnl
200/c-029-A 094-B-09/00, 1627, 2189.3, 1568.2, TRchly_lk, 1407, BELOW TRdoig_p
200/c-037-B 094-B-09/00, 601, 1825.5, 0, ABOVE Kbluesky, 1801.2, TRinga
200/b-037-C 094-B-09/00, 257.8, 1512, 0, ABOVE Kbluesky, 1475, TRchly_lk
200/b-037-C 094-B-09/02, 257.8, 1512, 0, ABOVE Kbluesky, 1475, TRchly_lk
200/c-095-D 094-B-09/00, 236.6, 1108.3, 0, ABOVE Kbluesky, 1062.7, Jnikanssn
200/c-095-D 094-B-09/02, 236.6, 1108.3, 0, ABOVE Kbluesky, 1062.7, Jnikanssn
200/c-095-D 094-B-09/03, 236.6, 1108.3, 0, ABOVE Kbluesky, 1062.7, Jnikanssn
200/b-041-E 094-B-09/00, 1100, 2028.4, 0, ABOVE Kbluesky, 2015.7, TR_A_ls_B
200/c-041-F 094-B-09/00, 1700, 4390.4, 1697.7, TRbndrylk, 1407, BELOW TRdoig_p
200/a-057-F 094-B-09/00, 1298, 1841, 0, ABOVE Kbluesky, 1806, TRbaldnnl
200/a-057-F 094-B-09/02, 1860, 2714.5, 0, ABOVE TRchly_lk, 2709.1, PRbelloy
200/d-002-G 094-B-09/00, 1748.5, 2259.4, 1584, TRcpln_uc, 2257.9, PRbelloy
200/c-023-G 094-B-09/00, 1698, 4036.9, 1584.6, TRcpln_uc, 1407, BELOW TRdoig_p
200/c-029-G 094-B-09/00, 1800.4, 2451.6, 1733.6, TRcpln_uc, 2441.8, PRbelloy
200/c-052-G 094-B-09/00, 301.7, 1644.7, 0, ABOVE Kspirit_r, 1587.4, TRchly_lk
200/c-052-G 094-B-09/02, 301.7, 1644.7, 0, ABOVE Kspirit_r, 1587.4, TRchly_lk
200/c-052-G 094-B-09/03, 301.7, 1644.7, 0, ABOVE Kspirit_r, 1587.4, TRchly_lk
200/c-052-G 094-B-09/04, 301.7, 1644.7, 0, ABOVE Kspirit_r, 1587.4, TRchly_lk
200/d-066-G 094-B-09/00, 1380, 1877.4, 1378, TRpardont, 1811, TRdoig
200/d-066-G 094-B-09/02, 1380, 1877.4, 1378, TRpardont, 1811, TRdoig
200/d-066-G 094-B-09/03, 1380, 1877.4, 1378, TRpardont, 1811, TRdoig
200/c-074-G 094-B-09/00, 1400, 2204, 1399, TRchly_lk, 2192.9, PRbelloy
200/d-067-H 094-B-09/00, 1730, 2127.3, 1523.9, TRbndrylk, 1407, BELOW TRdoig_p
200/a-066-I 094-B-09/00, 294, 1773.9, 0, ABOVE Kbluesky, 1749.1, TRdoig
200/a-010-J 094-B-09/00, 260, 2405, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/c-075-J 094-B-09/00, 330.7, 2128.3, 0, ABOVE Kbluesky, 1866.8, TRdoig
200/d-083-J 094-B-09/00, 420, 1774.8, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-083-J 094-B-09/02, 420, 1774.8, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-083-J 094-B-09/03, 420, 1774.8, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-083-J 094-B-09/04, 420, 1774.8, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-083-J 094-B-09/05, 420, 1774.8, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-083-J 094-B-09/06, 420, 1774.8, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-087-J 094-B-09/00, 225, 1554.7, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-024-K 094-B-09/00, 1140, 1412, 417.8, Kbuck_hrs, 1402, Kcadomin
200/c-064-F 094-B-10/02, 3199, 3873.1, 0, ABOVE Mdebolt_p, 1407, BELOW TRdoig_p
200/a-074-F 094-B-10/00, 2501, 3203, 2265.9, TRmontney, 1407, BELOW TRdoig_p
200/a-051-H 094-B-10/00, 1949, 2160, 1818.5, TRhalfway, 1970.5, TRdoig
200/a-051-H 094-B-10/02, 1949, 2160, 1818.5, TRhalfway, 1970.5, TRdoig
200/c-043-C 094-B-15/00, 402, 2735.5, 0, ABOVE Kgething, 1407, BELOW TRdoig_p
200/a-048-J 094-B-15/00, 399, 1378, 0, ABOVE Kbluesky, 1341, TRchly_lk
200/a-067-A 094-B-16/00, 503, 2214.6, 0, ABOVE Kbluesky, 2176.5, Mdebolt
202/d-099-A 094-B-16/00, 13.3, 4209.9, 0, ABOVE Kbuck_hrs, 1407, BELOW TRdoig_p
200/b-086-C 094-B-16/00, 1100, 1414.5, 508.2, Kbfs, 1399.5, Jfernie
200/b-086-C 094-B-16/02, 1100, 1414.5, 508.2, Kbfs, 1399.5, Jfernie
200/d-008-F 094-B-16/00, 600, 2372.7, 0, ABOVE Kbluesky, 2090, TRmontney
200/c-025-F 094-B-16/00, 598.3, 2244, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/c-029-F 094-B-16/00, 249.4, 1613.4, 0, ABOVE Kbfs, 1600, Jfernie
200/c-029-F 094-B-16/02, 249.4, 1613.4, 0, ABOVE Kbfs, 1600, Jfernie
200/d-083-F 094-B-16/00, 1850, 2167, 1842, TRhalfway, 1407, BELOW TRdoig_p
200/c-100-F 094-B-16/00, 256.7, 1535.6, 0, ABOVE Kbluesky, 1504, Jfernie
200/c-100-F 094-B-16/02, 256.7, 1535.6, 0, ABOVE Kbluesky, 1504, Jfernie
200/c-029-G 094-B-16/00, 1950, 2264.9, 1905, TRhalfway, 1407, BELOW TRdoig_p
200/d-057-G 094-B-16/00, 343, 1491, 330, Kdunvegan, 1478, Jnordegg
200/d-066-I 094-B-16/02, 655, 1940.1, 0, ABOVE TRmontney, 1903.8, TRmontney
200/c-087-I 094-B-16/00, 25, 597, 0, ABOVE Ksikanni, 591.9, Kbuck_hrs
200/d-081-J 094-B-16/00, 266, 1690, 0, ABOVE Kbluesky, 1673, TRdoig
200/d-081-J 094-B-16/02, 266, 1690, 0, ABOVE Kbluesky, 1673, TRdoig
200/d-001-K 094-B-16/00, 599, 2062, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/c-026-K 094-B-16/00, 709.8, 2122, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-037-K 094-B-16/00, 258, 1647, 0, ABOVE Kbuck_hrs, 1562.5, Jnordegg
200/b-010-A 094-G-01/00, 291, 1815, 0, ABOVE Kbuck_hrs, 1794, TRdoig
200/b-043-A 094-G-01/00, 1000, 1364.5, 492, Kbuck_hrs, 1352.1, TRbaldnnl
200/a-096-A 094-G-01/00, 415.5, 1929.2, 0, ABOVE Kbuck_hrs, 1817.8, TRmontney
200/d-046-C 094-G-01/00, 315, 1865, 0, ABOVE Kbuck_hrs, 1818.2, TRdoig
200/d-046-C 094-G-01/02, 315, 1865, 0, ABOVE Kbuck_hrs, 1818.2, TRdoig
202/c-053-F 094-G-01/00, 236.5, 1344.5, 0, ABOVE Ksikanni, 1332.2, TRbaldnnl
202/c-053-F 094-G-01/02, 236.5, 1344.5, 0, ABOVE Ksikanni, 1332.2, TRbaldnnl
200/b-074-F 094-G-01/00, 370, 1715, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/b-074-F 094-G-01/02, 370, 1715, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/c-085-F 094-G-01/00, 275, 1760, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/c-085-F 094-G-01/02, 275, 1760, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-048-G 094-G-01/00, 1250, 1666.4, 0, ABOVE Kbluesky, 1649, TRdoig
200/a-048-G 094-G-01/02, 1250, 1666.4, 0, ABOVE Kbluesky, 1649, TRdoig
200/b-051-G 094-G-01/00, 544, 2079.8, 543.5, Kbuck_hrs, 1807, TRmontney
200/b-004-H 094-G-01/00, 581, 1915, 0, ABOVE Kbuck_hrs, 1724.1, TRdoig_ph
200/a-020-H 094-G-01/00, 584, 2197.3, 0, ABOVE Kbuck_hrs, 1407, BELOW TRdoig_p
200/a-043-I 094-G-01/00, 205, 1370, 0, ABOVE Kbuck_hrs, 1354, Kdunlevy
200/a-055-J 094-G-01/00, 341.7, 1700, 0, ABOVE Ksully, 1671.8, TRdoig
200/a-055-J 094-G-01/02, 341.7, 1700, 0, ABOVE Ksully, 1671.8, TRdoig
200/d-050-L 094-G-01/00, 20, 1825, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-050-L 094-G-01/02, 20, 1825, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/c-066-A 094-G-02/00, 401, 2091, 0, ABOVE Kgething, 2028, TRdoig
200/d-044-H 094-G-02/00, 264, 1567, 0, ABOVE Kbluesky, 1545, TRchly_lk
200/d-044-H 094-G-02/02, 264, 1567, 0, ABOVE Kbluesky, 1545, TRchly_lk
200/b-053-H 094-G-02/00, 1420, 1705, 0, ABOVE Kbluesky, 1667, TRchly_lk
200/b-053-H 094-G-02/02, 1420, 1705, 0, ABOVE Kbluesky, 1667, TRchly_lk
200/a-041-I 094-G-02/00, 3485, 3691, 3454.5, Dbvrhl_lk, 3639, Dmuskeg
200/a-041-I 094-G-02/02, 3485, 3691, 3463, Dbvrhl_lk, 1407, BELOW TRdoig_p
200/d-028-J 094-G-02/00, 347.3, 2284.8, 0, ABOVE Kbluesky, 1974.7, TRmontney
200/c-001-K 094-G-02/00, 254, 1563, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-032-K 094-G-02/00, 1446, 1521, 1435, TRpardont, 1494.5, TRchly_lk
200/c-032-B 094-G-06/00, 400, 2552, 372.4, TRmontney, 1407, BELOW TRdoig_p
200/c-022-B 094-G-07/00, 616, 2076, 0, ABOVE Kbluesky, 2054, Mmt_head
200/a-045-B 094-G-07/00, 398, 2165, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-098-B 094-G-07/00, 299.5, 2017.3, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-026-I 094-G-07/00, 1323, 3538, 1244.7, TRchly_lk, 1407, BELOW TRdoig_p
200/d-006-J 094-G-07/00, 3400, 3655, 3326.3, Dslave_pt, 1407, BELOW TRdoig_p
200/b-031-A 094-G-08/02, 21, 1422.2, 0, ABOVE Kspirit_r, 1407, BELOW TRdoig_p
200/d-059-A 094-G-08/00, 1260, 1590, 985.5, Kspirit_r, 1567, TRhalfway
200/a-065-A 094-G-08/00, 214, 1357, 0, ABOVE Kspirit_r, 1356, Jnor&TRbl
202/d-069-A 094-G-08/00, 622, 3266.5, 0, ABOVE Kspirit_r, 3226.5, Dbvrhl_lk
202/d-069-A 094-G-08/02, 2923, 3548.5, 0, ABOVE Dmuskwa, 1407, BELOW TRdoig_p
200/c-074-A 094-G-08/00, 234, 1387.5, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/c-079-A 094-G-08/00, 1250, 1518.5, 570.3, Kbuck_hrs, 1488.3, TRhalfway
200/c-079-A 094-G-08/02, 1250, 1518.5, 570.3, Kbuck_hrs, 1488.3, TRhalfway
200/d-005-B 094-G-08/02, 300, 1963.1, 0, ABOVE Kshftbury, 1941.5, PRbelloy
200/d-005-B 094-G-08/03, 300, 1963.1, 0, ABOVE Kshftbury, 1941.5, PRbelloy
200/d-005-B 094-G-08/04, 300, 1963.1, 0, ABOVE Kshftbury, 1941.5, PRbelloy
200/b-020-B 094-G-08/00, 1921.5, 3494.2, 1878.2, Mdebolt, 3485.1, Dmuskeg
200/b-020-B 094-G-08/02, 1921.5, 3494.2, 1878.2, Mdebolt, 3485.1, Dmuskeg
200/a-024-B 094-G-08/03, 610, 3425, 0, ABOVE Kspirit_r, 3424, Dsulp_pt
200/c-073-B 094-G-08/00, 263.8, 1652.2, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-063-C 094-G-08/00, -1, 1671, 0, ABOVE Ksikanni, 1407, BELOW TRdoig_p
200/a-063-C 094-G-08/02, -1, 1671, 0, ABOVE Ksikanni, 1407, BELOW TRdoig_p
200/a-085-C 094-G-08/00, 249.2, 1612, 0, ABOVE Ksikanni, 1555.4, TRhalfway
200/a-085-C 094-G-08/02, 249.2, 1612, 0, ABOVE Ksikanni, 1555.4, TRhalfway
200/a-009-D 094-G-08/00, 3550.5, 3750.5, 3533.3, Dbvrhl_lk, 1407, BELOW TRdoig_p
200/a-061-E 094-G-08/00, 1348.2, 1428.6, 0, ABOVE Kbluesky, 1412, TRchly_lk
202/b-011-F 094-G-08/00, 278, 1571, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/b-012-F 094-G-08/00, 1350, 1495, 643.4, Kbuck_hrs, 1480.1, TRchly_lk
200/d-041-F 094-G-08/02, 521, 3233, 0, ABOVE Kbluesky, 3225.3, Dotterprk
200/c-062-F 094-G-08/00, 258.5, 1500.5, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/c-062-F 094-G-08/02, 258.5, 1500.5, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
202/a-077-F 094-G-08/00, 50, 3283, 0, ABOVE Kbfs, 3185, Dslave_pt
202/b-094-F 094-G-08/00, 209, 1309, 0, ABOVE Ksikanni, 1407, BELOW TRdoig_p
200/d-010-G 094-G-08/00, 40, 1505, 0, ABOVE Kbluesky, 1492, TRchly_lk
200/c-034-G 094-G-08/00, 266, 1766, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-077-G 094-G-08/00, 3209, 3379.5, 3184.5, Dbvrhl_lk, 1407, BELOW TRdoig_p
202/c-081-G 094-G-08/00, 1419.9, 1923.9, 1383, Kgething, 1407, BELOW TRdoig_p
200/c-024-I 094-G-08/00, 220.8, 1295, 0, ABOVE Kbluesky, 1281, TRchly_lk
200/d-027-K 094-G-08/00, 480.1, 1874.4, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-057-K 094-G-08/00, 1370, 1533, 1348, TRchly_lk, 1511.5, TRdoig
200/a-022-L 094-G-08/04, 240, 1371.5, 0, ABOVE Kbluesky, 2485.8, Dmuskwa_p
200/d-089-H 094-G-09/00, 174, 1247, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/b-073-J 094-G-09/00, 197, 1387, 0, ABOVE TRchly_lk, 1407, BELOW TRdoig_p
200/a-085-A 094-G-10/00, -1, 1624.8, 0, ABOVE Kbluesky, 1573.8, TRdoig
200/a-085-A 094-G-10/02, -1, 1624.8, 0, ABOVE Kbluesky, 1573.8, TRdoig
200/a-098-B 094-G-10/00, 500, 2067, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-098-B 094-G-10/02, 500, 2067, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-005-C 094-G-10/00, 305, 2080, 0, ABOVE Kbluesky, 2069, PRbelloy
200/d-051-C 094-G-10/00, 374.5, 2179, 0, ABOVE Kbluesky, 2166, PRbelloy
200/b-059-C 094-G-10/00, 305.9, 1928.5, 0, ABOVE Jnordegg, 1919.5, Mdebolt
200/c-022-I 094-G-10/00, 120, 1167, 0, ABOVE Kbuck_hrs, 1145.2, TRdoig
200/c-023-I 094-G-10/00, 175, 1120, 0, ABOVE Kbuck_hrs, 1102.2, TRdoig
200/c-025-I 094-G-10/00, 255, 1830, 0, ABOVE Kbuck_hrs, 1407, BELOW TRdoig_p
200/c-025-I 094-G-10/02, 255, 1830, 0, ABOVE Kbuck_hrs, 1407, BELOW TRdoig_p
200/c-025-I 094-G-10/03, 255, 1830, 0, ABOVE Kbuck_hrs, 1407, BELOW TRdoig_p
200/c-025-I 094-G-10/04, 255, 1830, 0, ABOVE Kbuck_hrs, 1407, BELOW TRdoig_p
200/a-045-I 094-G-10/00, 237, 1446, 0, ABOVE TRchly_lk, 1385.9, Mdebolt
200/a-045-I 094-G-10/02, 237, 1446, 0, ABOVE TRchly_lk, 1385.9, Mdebolt
200/c-053-I 094-G-10/00, 187, 1064.7, 0, ABOVE Kbuck_hrs, 1042, TRdoig
