User-Format Well ID, Top Depth (m), Bottom Depth (m), Coresponding Top Depth (m), Coresponding FTOP, Coresponding Bottom Depth (m), Coresponding FBTM
200/b-027-H 093-I-15/04, 2090, 2805, 0, ABOVE Kfalher_c, 1407, BELOW TRdoig_p
200/b-027-H 093-I-15/05, 2090, 2805, 0, ABOVE Kfalher_c, 1407, BELOW TRdoig_p
200/a-030-K 093-I-15/00, 604.2, 2133.3, 0, ABOVE Kpaddy, 2099.4, Jnikanssn
200/c-030-L 093-I-15/00, 1658, 3344, 684, Jnikanssn, 1407, BELOW TRdoig_p
200/b-053-A 093-I-16/00, 459, 2993, 0, ABOVE Kbadheart, 2992.6, Kwilrich
200/a-061-A 093-I-16/00, 401, 2939, 0, ABOVE Kchinook, 1407, BELOW TRdoig_p
200/d-008-B 093-I-16/00, 3095, 3631, 3072, Kwilrich, 1407, BELOW TRdoig_p
200/d-008-B 093-I-16/02, 3095, 3631, 3072, Kwilrich, 1407, BELOW TRdoig_p
200/d-008-B 093-I-16/03, 3095, 3631, 3072, Kwilrich, 1407, BELOW TRdoig_p
200/d-057-C 093-I-16/00, 531, 3106, 0, ABOVE Kbadheart, 2869, Knotikwn
200/b-066-C 093-I-16/02, 3127.5, 3550.3, 2997, Kfalher_c, 1407, BELOW TRdoig_p
200/b-066-C 093-I-16/03, 3127.5, 3550.3, 2997, Kfalher_c, 1407, BELOW TRdoig_p
200/b-066-C 093-I-16/04, 3127.5, 3550.3, 2997, Kfalher_c, 1407, BELOW TRdoig_p
200/b-066-C 093-I-16/05, 3127.5, 3550.3, 2997, Kfalher_c, 1407, BELOW TRdoig_p
200/b-066-C 093-I-16/06, 3127.5, 3550.3, 2997, Kfalher_c, 1407, BELOW TRdoig_p
200/b-066-C 093-I-16/07, 3127.5, 3550.3, 2997, Kfalher_c, 1407, BELOW TRdoig_p
200/b-053-D 093-I-16/00, -1, 3649, 0, ABOVE Kcardium, 3075, Jnikanssn
200/a-083-D 093-I-16/02, 3900, 4558, 0, ABOVE TRchly_lk_p, 1407, BELOW TRdoig_p
200/d-083-D 093-I-16/00, 2800, 3922, 2724.9, Kwilrich, 1407, BELOW TRdoig_p
200/b-088-D 093-I-16/00, 414.3, 2827.9, 0, ABOVE Kcard_ss, 1407, BELOW TRdoig_p
200/b-030-F 093-I-16/00, 2872, 3575, 1407, BELOW TRdoig_p, 1407, BELOW TRdoig_p
200/b-062-F 093-I-16/00, 454, 3441, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/b-062-F 093-I-16/02, 454, 3441, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/b-062-F 093-I-16/03, 454, 3441, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/d-002-G 093-I-16/00, 2425, 3333, 2103, Kbfs, 1407, BELOW TRdoig_p
200/d-002-G 093-I-16/02, 2425, 3333, 2103, Kbfs, 1407, BELOW TRdoig_p
200/d-002-G 093-I-16/03, 2425, 3333, 2103, Kbfs, 1407, BELOW TRdoig_p
200/d-002-G 093-I-16/04, 2425, 3333, 2103, Kbfs, 1407, BELOW TRdoig_p
200/d-015-G 093-I-16/02, 302, 2998, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/d-015-G 093-I-16/03, 302, 2998, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/d-015-G 093-I-16/04, 302, 2998, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
202/d-015-G 093-I-16/00, 427.8, 2459, 0, ABOVE Kpskwskau, 2430, Kpaddy
202/d-015-G 093-I-16/02, 427.8, 2459, 0, ABOVE Kpskwskau, 2430, Kpaddy
200/d-026-G 093-I-16/00, 1357, 2902, 695.5, Kkaskapau, 1407, BELOW TRdoig_p
200/d-026-G 093-I-16/02, 1357, 2902, 695.5, Kkaskapau, 1407, BELOW TRdoig_p
200/d-035-G 093-I-16/00, 2864, 3661, 2807, Kwilrich, 1407, BELOW TRdoig_p
200/d-035-G 093-I-16/02, 2864, 3661, 2807, Kwilrich, 1407, BELOW TRdoig_p
200/d-035-G 093-I-16/03, 2864, 3661, 2807, Kwilrich, 1407, BELOW TRdoig_p
200/c-036-G 093-I-16/00, 402, 3543, 379, Kpskwskau, 1407, BELOW TRdoig_p
200/c-036-G 093-I-16/02, 402, 3543, 379, Kpskwskau, 1407, BELOW TRdoig_p
200/c-048-G 093-I-16/02, 498, 3565, 0, ABOVE Kbfs, 1407, BELOW TRdoig_p
200/c-048-G 093-I-16/03, 498, 3565, 0, ABOVE Kbfs, 1407, BELOW TRdoig_p
200/b-085-G 093-I-16/00, 493, 3530, 0, ABOVE Kchinook, 1407, BELOW TRdoig_p
200/b-085-G 093-I-16/02, 493, 3530, 0, ABOVE Kchinook, 1407, BELOW TRdoig_p
200/b-085-G 093-I-16/03, 493, 3530, 0, ABOVE Kchinook, 1407, BELOW TRdoig_p
200/b-085-G 093-I-16/04, 493, 3530, 0, ABOVE Kchinook, 1407, BELOW TRdoig_p
200/a-099-G 093-I-16/00, 515, 3555, 0, ABOVE Kchinook, 3550, Jfernie
200/a-099-G 093-I-16/02, 515, 3555, 0, ABOVE Kchinook, 3550, Jfernie
200/a-099-G 093-I-16/03, 515, 3555, 0, ABOVE Kchinook, 3550, Jfernie
200/b-092-H 093-I-16/00, 2595, 3081, 2562.1, Knotikwn, 3042, Jnikanssn
200/b-092-H 093-I-16/02, 2595, 3081, 2562.1, Knotikwn, 3042, Jnikanssn
200/b-092-H 093-I-16/03, 2595, 3081, 2562.1, Knotikwn, 3042, Jnikanssn
200/c-034-I 093-I-16/00, 493, 2658, 0, ABOVE Kpskwskau, 2647, Kwilrich
200/c-034-I 093-I-16/02, 493, 2658, 0, ABOVE Kpskwskau, 2647, Kwilrich
200/c-034-I 093-I-16/03, 493, 2658, 0, ABOVE Kpskwskau, 2647, Kwilrich
200/c-034-I 093-I-16/04, 493, 2658, 0, ABOVE Kpskwskau, 2647, Kwilrich
200/b-046-I 093-I-16/00, 460, 3211, 0, ABOVE Kchinook, 2911, Jnikanssn
200/b-046-I 093-I-16/02, 460, 3211, 0, ABOVE Kchinook, 2911, Jnikanssn
200/b-046-I 093-I-16/03, 460, 3211, 0, ABOVE Kchinook, 2911, Jnikanssn
200/a-049-I 093-I-16/00, 444, 3305, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/a-049-I 093-I-16/02, 444, 3305, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/d-008-K 093-I-16/00, 515, 3461, 515, Kpskwskau, 1407, BELOW TRdoig_p
200/d-008-K 093-I-16/02, 515, 3461, 515, Kpskwskau, 1407, BELOW TRdoig_p
200/b-022-K 093-I-16/00, 431, 3428, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/d-073-A 093-O-08/00, 3672, 4873, 2783.2, TRbaldnnl, 1407, BELOW TRdoig_p
200/c-051-K 093-O-08/03, 4900, 5301, 4724, PRbelcrt, 1407, BELOW TRdoig_p
200/a-004-B 093-P-01/00, 449, 3212, 0, ABOVE Kchinook, 2556, Kfalher_e
200/a-004-B 093-P-01/02, 449, 3212, 0, ABOVE Kchinook, 2556, Kfalher_e
200/a-004-B 093-P-01/03, 449, 3212, 0, ABOVE Kchinook, 2556, Kfalher_e
200/a-004-B 093-P-01/04, 449, 3212, 0, ABOVE Kchinook, 2556, Kfalher_e
200/b-008-B 093-P-01/00, 456, 3327, 0, ABOVE Kpskwskau, 3318, Jfernie
200/b-008-B 093-P-01/02, 456, 3327, 0, ABOVE Kpskwskau, 3318, Jfernie
200/b-008-B 093-P-01/03, 456, 3327, 0, ABOVE Kpskwskau, 3318, Jfernie
200/a-062-B 093-P-01/02, 2200, 2363, 2108.6, Kbfs, 2348.2, Kcadotte
200/c-095-B 093-P-01/00, 2529, 3911, 2499.3, Kfalher_e, 3883, PRbelloy
200/d-034-E 093-P-01/00, 369, 2670, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/b-042-E 093-P-01/00, 375, 2450, 0, ABOVE Kbadheart, 2435, Kfalher_c
200/b-053-E 093-P-01/00, 376, 2522, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/d-058-E 093-P-01/00, 388, 2585, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/a-036-G 093-P-01/00, 2056, 3655.5, 1994.6, Kbfs, 3617.8, TRmontney
200/b-092-G 093-P-01/00, 2356, 3477.5, 2247.3, Kfalher, 3446.5, TRdoig_ph
202/c-035-H 093-P-01/00, 2189.7, 3473, 0, ABOVE Kbluesky, 3462, TRmontney
200/c-057-I 093-P-01/00, 486, 2707, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/c-057-I 093-P-01/02, 486, 2707, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/c-003-J 093-P-01/00, 2050, 2725, 1900.6, Kbfs, 2689, Jnikanssn
200/c-004-J 093-P-01/00, 559.5, 3666, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/c-014-J 093-P-01/00, 570, 3667.5, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/d-023-J 093-P-01/00, 553, 3286, 0, ABOVE Kbadheart, 3277.2, TRartex
200/a-040-J 093-P-01/00, 556, 3707, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/a-040-J 093-P-01/02, 556, 3707, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/a-044-J 093-P-01/00, 535, 3630, 0, ABOVE Kcardium, 1407, BELOW TRdoig_p
200/c-048-J 093-P-01/00, 3047, 3651, 3025.4, TRchly_lk, 1407, BELOW TRdoig_p
200/d-064-J 093-P-01/00, -1, 3454.5, 0, ABOVE Kcardium, 1407, BELOW TRdoig_p
200/b-069-J 093-P-01/00, 3100, 3602, 2992, TRchly_lk, 3447, TRmontney
200/c-072-J 093-P-01/00, 320, 1961.7, 0, ABOVE Kchinook, 1925.1, Kpaddy
200/c-076-J 093-P-01/00, 432, 2870, 0, ABOVE Kchinook, 1407, BELOW TRdoig_p
200/c-076-J 093-P-01/02, 432, 2870, 0, ABOVE Kchinook, 1407, BELOW TRdoig_p
200/c-076-J 093-P-01/03, 432, 2870, 0, ABOVE Kchinook, 1407, BELOW TRdoig_p
200/c-076-J 093-P-01/04, 432, 2870, 0, ABOVE Kchinook, 1407, BELOW TRdoig_p
200/c-076-J 093-P-01/05, 432, 2870, 0, ABOVE Kchinook, 1407, BELOW TRdoig_p
200/c-076-J 093-P-01/06, 432, 2870, 0, ABOVE Kchinook, 1407, BELOW TRdoig_p
200/d-085-J 093-P-01/00, 394, 2024, 0, ABOVE Kbadheart, 2011.3, Kharmon
200/a-087-J 093-P-01/00, 324, 2080, 0, ABOVE Kbadheart, 2039.8, Knotikwn
200/a-037-K 093-P-01/00, 601, 3827, 0, ABOVE Kcard_ss, 3819, PRbelloy
200/b-075-D 093-P-02/03, 1955, 3527, 0, ABOVE Kgething, 1407, BELOW TRdoig_p
200/a-076-D 093-P-02/02, 831, 2177, 829, Kpaddy, 2167.3, Jnikanssn
200/b-057-E 093-P-02/00, 521, 3377, 0, ABOVE Kdunvegan, 1407, BELOW TRdoig_p
200/b-057-E 093-P-02/02, 521, 3377, 0, ABOVE Kdunvegan, 1407, BELOW TRdoig_p
200/b-057-E 093-P-02/03, 521, 3377, 0, ABOVE Kdunvegan, 1407, BELOW TRdoig_p
200/b-093-F 093-P-02/00, 606, 3315, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/b-093-F 093-P-02/02, 606, 3315, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/b-093-F 093-P-02/03, 606, 3315, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/c-024-H 093-P-02/00, 372, 2662, 0, ABOVE Kcardium, 2591, Kwilrich
200/c-024-H 093-P-02/02, 372, 2662, 0, ABOVE Kcardium, 2591, Kwilrich
200/c-024-H 093-P-02/03, 372, 2662, 0, ABOVE Kcardium, 2591, Kwilrich
200/b-029-J 093-P-02/00, 622, 3230, 496, Kkaskapau, 1407, BELOW TRdoig_p
200/b-029-J 093-P-02/02, 622, 3230, 496, Kkaskapau, 1407, BELOW TRdoig_p
200/b-029-J 093-P-02/03, 622, 3230, 496, Kkaskapau, 1407, BELOW TRdoig_p
200/b-029-J 093-P-02/04, 622, 3230, 496, Kkaskapau, 1407, BELOW TRdoig_p
200/a-081-J 093-P-02/00, 609, 2979, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/a-081-J 093-P-02/02, 609, 2979, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/a-081-J 093-P-02/03, 609, 2979, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/a-081-J 093-P-02/04, 609, 2979, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/c-075-A 093-P-03/00, 609, 3634, 0, ABOVE Ksully, 1407, BELOW TRdoig_p
200/d-089-A 093-P-03/00, 1175.5, 3229, 1145, Kcadomin, 1407, BELOW TRdoig_p
200/c-089-B 093-P-03/00, 874, 2935, 464, Jnikanssn, 1407, BELOW TRdoig_p
200/b-089-C 093-P-03/00, 3227, 4963, 3098, TRbaldnnl, 1407, BELOW TRdoig_p
200/b-075-E 093-P-03/00, 4400, 4825, 4307.5, PRbelcrt, 1407, BELOW TRdoig_p
200/b-075-E 093-P-03/02, 4400, 4825, 4307.5, PRbelcrt, 1407, BELOW TRdoig_p
200/a-061-F 093-P-03/00, 8, 3407, 0, ABOVE Kpaddy, 1407, BELOW TRdoig_p
200/a-003-G 093-P-03/00, 1354, 3360, 1337.5, Kcadomin, 3051, TRchly_lk
200/a-003-G 093-P-03/02, 1354, 3360, 1337.5, Kcadomin, 3051, TRchly_lk
200/d-055-G 093-P-03/00, 609, 3580, 0, ABOVE Kpaddy, 3541.1, TRbaldnnl
200/a-089-J 093-P-03/00, 554, 3623, 0, ABOVE Kbfs, 2745.8, Jnikanssn
200/a-089-J 093-P-03/02, 554, 3623, 0, ABOVE Kbfs, 2745.8, Jnikanssn
200/a-089-J 093-P-03/03, 554, 3623, 0, ABOVE Kbfs, 2745.8, Jnikanssn
200/d-079-L 093-P-03/00, 3541, 5057.9, 3441.3, TRchly_lk, 1407, BELOW TRdoig_p
200/d-037-H 093-P-04/00, 1865, 3175, 0, ABOVE TRchly_lk_p, 1407, BELOW TRdoig_p
200/a-007-J 093-P-04/02, 2875, 3224.8, 2869, TRbaldnnl, 1407, BELOW TRdoig_p
200/a-079-J 093-P-04/00, 4600, 4755, 1407, BELOW TRdoig_p, 1407, BELOW TRdoig_p
200/c-059-A 093-P-05/00, 3520, 4820, 3404, TRchly_lk, 1407, BELOW TRdoig_p
200/a-033-B 093-P-05/02, -1, 4222.6, 0, ABOVE TRmontney, 3870, TRmontney
200/d-060-C 093-P-05/00, 10, 3316, 0, ABOVE Kcadomin, 3131.2, TRchly_lk
200/d-060-C 093-P-05/02, 10, 3316, 0, ABOVE Kcadomin, 3131.2, TRchly_lk
200/d-026-E 093-P-05/04, 3319, 4164, 3212, TRchly_lk, 3932, TRmontney
200/b-036-E 093-P-05/05, 3319, 4164, 3212, TRchly_lk, 3932, TRmontney
200/d-049-E 093-P-05/00, -1, 4441.1, 0, ABOVE Kmontth, 1407, BELOW TRdoig_p
200/a-054-K 093-P-05/04, 50, 3325, 0, ABOVE Kmoosebar, 3229.1, Jnordegg
200/c-004-B 093-P-07/00, 600, 3060, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/c-004-B 093-P-07/02, 600, 3060, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/c-004-B 093-P-07/03, 600, 3060, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/c-079-B 093-P-07/02, 376.4, 2512.2, 0, ABOVE Kdoe_ck, 2497.8, Jnikanssn
200/d-063-E 093-P-07/00, 609, 3711, 0, ABOVE Kdunvegan, 3662, TRmontney
200/c-074-E 093-P-07/02, 3724.3, 4034, 0, ABOVE TRmontney_p, 1407, BELOW TRdoig_p
200/c-081-E 093-P-07/00, 608.5, 3675, 0, ABOVE Kcard_ss, 3635.4, TRmontney
200/a-045-F 093-P-07/00, 2235, 3065, 2140, Kwilrich, 3061, TRchly_lk
200/a-045-F 093-P-07/02, 2235, 3065, 2140, Kwilrich, 3061, TRchly_lk
200/a-045-F 093-P-07/03, 2235, 3065, 2140, Kwilrich, 3061, TRchly_lk
200/a-045-F 093-P-07/04, 2235, 3065, 2140, Kwilrich, 3061, TRchly_lk
200/d-085-G 093-P-07/00, 345, 2220.8, 0, ABOVE Kbadheart, 2197.5, Kfalher_d
200/c-088-G 093-P-07/00, 362, 2570, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/b-015-H 093-P-07/00, 521.5, 2609, 511, Kkaskapau, 2255.1, Kwilrich
200/a-043-H 093-P-07/00, 3300, 3499.6, 3294.3, TRhalfway, 1407, BELOW TRdoig_p
200/b-075-H 093-P-07/00, 30, 1850, 0, ABOVE Kbadheart, 1844, Kharmon
200/c-012-I 093-P-07/00, 1640, 2447, 1540, Kbfs, 1407, BELOW TRdoig_p
200/c-012-I 093-P-07/02, 1640, 2447, 1540, Kbfs, 1407, BELOW TRdoig_p
200/c-036-I 093-P-07/00, 360, 2394, 0, ABOVE Kdoe_ck, 2376.5, Jnikanssn
200/c-036-I 093-P-07/02, 360, 2394, 0, ABOVE Kdoe_ck, 2376.5, Jnikanssn
200/b-099-I 093-P-07/00, 512, 3310, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/b-099-I 093-P-07/02, 512, 3310, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/d-032-J 093-P-07/00, 380, 2513, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/d-032-J 093-P-07/02, 380, 2513, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/c-041-J 093-P-07/00, 360, 2498, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/c-046-J 093-P-07/00, 370, 2504, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/c-089-A 093-P-08/00, 2020, 2334, 1796.5, Knotikwn, 1407, BELOW TRdoig_p
200/c-089-A 093-P-08/02, 2020, 2334, 1796.5, Knotikwn, 1407, BELOW TRdoig_p
200/c-089-A 093-P-08/03, 2020, 2334, 1796.5, Knotikwn, 1407, BELOW TRdoig_p
200/b-005-B 093-P-08/00, 390, 1981, 0, ABOVE Kbadheart, 1977.3, Kharmon
200/b-008-B 093-P-08/00, 312, 1923, 0, ABOVE Kbadheart, 1886.2, Kpaddy
200/b-015-B 093-P-08/00, 401, 2598.5, 0, ABOVE Kbadheart, 2511.5, Jnikanssn
200/b-066-B 093-P-08/00, 1730, 1897, 1538.1, Kbfs, 1407, BELOW TRdoig_p
200/d-056-C 093-P-08/00, 3390, 3619.1, 3379.8, TRmontney, 1407, BELOW TRdoig_p
200/d-056-C 093-P-08/02, 3390, 3619.1, 3379.8, TRmontney, 1407, BELOW TRdoig_p
202/d-051-D 093-P-08/00, 432.3, 2789, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
202/d-051-D 093-P-08/02, 432.3, 2789, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/d-052-D 093-P-08/00, 519, 3346, 506.5, Kcardium, 3304.5, TRdoig_ss
200/c-017-E 093-P-08/00, 427.4, 2794, 0, ABOVE Kbadheart, 2524.9, Jnikanssn
200/c-017-E 093-P-08/02, 427.4, 2794, 0, ABOVE Kbadheart, 2524.9, Jnikanssn
200/b-020-E 093-P-08/00, 537, 3463.6, 500.5, Kkaskapau, 1407, BELOW TRdoig_p
200/a-025-E 093-P-08/00, 429, 2769, 0, ABOVE Kcard_ss, 2497, Jnikanssn
200/a-025-E 093-P-08/02, 429, 2769, 0, ABOVE Kcard_ss, 2497, Jnikanssn
200/a-025-E 093-P-08/03, 429, 2769, 0, ABOVE Kcard_ss, 2498, Jnikanssn
200/b-032-E 093-P-08/00, 413, 2661.5, 378, Kcardium, 2413.1, Jnikanssn
200/b-032-E 093-P-08/02, 413, 2661.5, 378, Kcardium, 2413.1, Jnikanssn
200/a-097-E 093-P-08/00, 418, 2681, 388, Kcard_ss, 2660.3, Jfernie
200/a-097-E 093-P-08/02, 418, 2681, 388, Kcard_ss, 2660.3, Jfernie
200/c-097-E 093-P-08/00, 3050, 3300, 2944.8, TRcoplin, 1407, BELOW TRdoig_p
200/d-097-E 093-P-08/00, 417.6, 2682.5, 410, Kcard_ss, 2677, Jfernie
200/c-006-F 093-P-08/00, 410, 2657, 199, Kchinook, 2643.4, Jfernie
200/c-006-F 093-P-08/02, 410, 2657, 199, Kchinook, 2643.4, Jfernie
200/c-006-F 093-P-08/03, 410, 2657, 199, Kchinook, 2646, Jfernie
200/b-018-F 093-P-08/00, 410, 2692, 409.7, Kmuskiki, 1407, BELOW TRdoig_p
200/b-018-F 093-P-08/02, 410, 2692, 409.7, Kmuskiki, 1407, BELOW TRdoig_p
200/d-065-G 093-P-08/00, 2225, 3269, 2147, Kgething, 3054, TRmontney
200/d-075-G 093-P-08/00, 460.8, 3287.3, 444.5, Kcard_ss, 3274.8, PRbelloy
200/c-051-H 093-P-08/00, 366, 2258, 0, ABOVE Kcard_ss, 2175.7, Jnikanssn
200/b-074-I 093-P-08/00, 438, 2881, 0, ABOVE Kbfs, 1407, BELOW TRdoig_p
200/d-099-I 093-P-08/00, 1345, 1579.7, 1252.8, Kbfs, 1535, Knotikwn
200/d-099-I 093-P-08/02, 1345, 1579.7, 1252.8, Kbfs, 1535, Knotikwn
200/b-005-L 093-P-08/00, 33.3, 3338.1, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
200/b-005-L 093-P-08/02, 33.3, 3338.1, 0, ABOVE Kbadheart, 1407, BELOW TRdoig_p
202/d-013-L 093-P-08/00, 485, 3091, 0, ABOVE Kdoe_ck, 3056, TRdoig_ph
200/c-036-L 093-P-08/00, 536.4, 2917.4, 0, ABOVE Kdoe_ck, 2850, TRdoig_ss
200/c-075-L 093-P-08/00, 3065.1, 3461.3, 3045, TRdoig_ph, 1407, BELOW TRdoig_p
200/b-006-A 093-P-09/00, 435, 2878.5, 0, ABOVE Kbfs, 1407, BELOW TRdoig_p
200/a-034-A 093-P-09/00, 434, 2749.4, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/c-036-A 093-P-09/00, 1805, 1973, 0, ABOVE Kcadomin, 1973, Jfernie
200/a-063-A 093-P-09/00, 427.3, 2717.2, 0, ABOVE Kdoe_ck, 2426, TRmontney
200/b-077-A 093-P-09/00, 437, 2687, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/d-011-B 093-P-09/00, 455.5, 3234, 0, ABOVE Kdoe_ck, 3230, Mgolata
200/d-011-B 093-P-09/02, 455.5, 3234, 0, ABOVE Kdoe_ck, 3230, Mgolata
200/d-011-B 093-P-09/03, 455.5, 3234, 0, ABOVE Kdoe_ck, 3230, Mgolata
200/d-011-B 093-P-09/04, 455.5, 3234, 0, ABOVE Kdoe_ck, 3230, Mgolata
200/d-011-B 093-P-09/05, 455.5, 3234, 0, ABOVE Kdoe_ck, 3230, Mgolata
200/c-051-B 093-P-09/00, 423, 2577, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/d-068-B 093-P-09/00, 2400, 2870, 2215, TRchly_lk, 2585, TRmontney
200/a-096-B 093-P-09/00, 2300, 2842, 2248.6, TRcpln_uc, 1407, BELOW TRdoig_p
200/d-012-C 093-P-09/00, 466, 3083, 0, ABOVE Kdoe_ck, 3001, TRmontney
200/b-043-E 093-P-09/00, 470, 2962, 0, ABOVE Kbfs, 1407, BELOW TRdoig_p
200/c-013-F 093-P-09/00, 1600, 2592, 1405.5, Kfalher, 2459.5, TRhalfway
200/b-047-F 093-P-09/00, 454, 2969, 0, ABOVE Kdoe_ck, 2952.1, PRbelloy
200/d-044-G 093-P-09/00, 425, 2185, 103.7, Kkaskapau, 2175.7, TRnancy
202/a-001-H 093-P-09/00, 605, 2611.9, 0, ABOVE Jnordegg, 1407, BELOW TRdoig_p
200/c-003-H 093-P-09/00, 437, 2660, 0, ABOVE Kdoe_ck, 2642.5, PRbelloy
200/b-028-H 093-P-09/00, 1658, 2772.1, 1649.9, Kbluesky, 1407, BELOW TRdoig_p
200/a-040-H 093-P-09/00, 350, 2800, 96.5, Kkaskapau, 1407, BELOW TRdoig_p
200/a-040-H 093-P-09/02, 350, 2800, 96.5, Kkaskapau, 2756.8, PRbelloy
200/d-060-H 093-P-09/00, 188, 1220, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/c-012-B 093-P-10/00, 348, 2182, 0, ABOVE Kdoe_ck, 2152, Kcadomin
200/c-022-B 093-P-10/00, 333, 2322, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/c-022-B 093-P-10/02, 333, 2322, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/c-028-B 093-P-10/00, 2925, 3202, 2847, TRbndrylk, 3201.4, TRdoig_ph
200/b-035-B 093-P-10/00, 486, 3153.5, 0, ABOVE Kdoe_ck, 3054, TRdoig_ss
200/b-037-B 093-P-10/00, 528.5, 3137, 0, ABOVE Kdoe_ck, 3097, TRdoig
200/d-051-B 093-P-10/00, 1900, 2315, 1757.9, Kfalher_e, 1407, BELOW TRdoig_p
200/b-063-B 093-P-10/00, 685, 3036.2, 0, ABOVE Kpaddy, 1407, BELOW TRdoig_p
200/b-012-C 093-P-10/00, 2020, 2343, 1915.7, Kfalher_e, 1407, BELOW TRdoig_p
200/b-012-C 093-P-10/02, 2020, 2343, 1915.7, Kfalher_e, 1407, BELOW TRdoig_p
200/c-080-C 093-P-10/00, 350, 2388, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
202/b-094-C 093-P-10/00, 615, 2274, 565, Kdoe_ck, 1407, BELOW TRdoig_p
200/d-010-D 093-P-10/00, 368, 2460, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/d-010-D 093-P-10/02, 368, 2460, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/c-025-D 093-P-10/00, 2200, 2520, 2174.3, Kbluesky, 2387.1, Jnikanssn
200/d-041-D 093-P-10/00, 580, 3295, 570.8, Kkaskapau, 3275.4, TRdoig
200/a-048-E 093-P-10/00, 1870, 2317, 1731.2, Kfalher_e, 1407, BELOW TRdoig_p
200/a-048-E 093-P-10/02, 1870, 2317, 1731.2, Kfalher_e, 1407, BELOW TRdoig_p
200/d-022-F 093-P-10/00, 482, 3148, 0, ABOVE Kdoe_ck, 3049.3, TRdoig
200/a-031-F 093-P-10/00, 473, 3038.5, 0, ABOVE Kdoe_ck, 1407, BELOW TRdoig_p
200/a-036-F 093-P-10/00, 492, 3248, 0, ABOVE Kdoe_ck, 3161.5, TRdoig
200/a-036-F 093-P-10/02, 492, 3248, 0, ABOVE Kdoe_ck, 3161.5, TRdoig
200/a-087-A 093-P-12/00, 925, 3008, 0, ABOVE Kpaddy, 1407, BELOW TRdoig_p
200/a-087-A 093-P-12/02, 925, 3008, 0, ABOVE Kpaddy, 1407, BELOW TRdoig_p
200/a-087-A 093-P-12/03, 925, 3008, 0, ABOVE Kpaddy, 1407, BELOW TRdoig_p
200/a-087-A 093-P-12/04, 925, 3008, 0, ABOVE Kpaddy, 1407, BELOW TRdoig_p
200/a-087-A 093-P-12/05, 925, 3008, 0, ABOVE Kpaddy, 1407, BELOW TRdoig_p
200/a-087-A 093-P-12/06, 925, 3008, 0, ABOVE Kpaddy, 1407, BELOW TRdoig_p
