User-Format Well ID, Top Depth (m), Bottom Depth (m), Coresponding Top Depth (m), Coresponding FTOP, Coresponding Bottom Depth (m), Coresponding FBTM
100/16-01-023-22W4/00, 25, 1200, 0, ABOVE Kbelly_rv, 1138.5, Kmed_hat
100/11-18-023-22W4/00, 25, 828, 0, ABOVE Khrssh_cy, 795.2, Kmilk_rv
100/01-31-023-22W4/00, 25, 421.2, 0, ABOVE Kedmonton, 393.8, Kbelly_rv
100/03-32-023-22W4/00, 25, 757, 0, ABOVE Kedmonton, 735.2, Kmilk_rv
100/16-01-023-23W4/00, 25, 925, 0, ABOVE Kbelly_rv, 915.3, Kmed_hat
100/10-07-023-23W4/00, 25, 850, 0, ABOVE Kbearpaw, 825, Kmilk_rv
100/08-08-023-23W4/00, 1424, 1746, 1395.3, Kvik_ss, 1723, Mpekisko
100/12-10-023-23W4/00, 25, 900, 0, ABOVE Kedmonton, 864, Kmilk_rv
100/05-11-023-23W4/00, 25, 850, 0, ABOVE Kknhl_tuf, 834, Kmilk_rv
102/01-14-023-23W4/00, 25, 575, 0, ABOVE Khrssh_cy, 453, Kbelly_rv
100/16-15-023-23W4/00, 25, 875, 0, ABOVE Kbelly_rv, 848.2, Kmilk_rv
100/04-16-023-23W4/00, 162, 1707.3, 0, ABOVE Kbelly_rv, 1696.7, Mpekisko
100/12-16-023-23W4/00, 1250, 1682, 1237.8, K2nd_ws, 1670, Mpekisko
100/03-21-023-23W4/00, 1460, 1642, 1376.7, Kvik_ss, 1637.5, Kellrslie
100/12-23-023-23W4/00, 25, 850, 0, ABOVE Khrssh_cy, 835.1, Kmilk_rv
102/08-25-023-23W4/00, 25, 550, 0, ABOVE Khrssh_cy, 415.4, Kbelly_rv
100/13-25-023-23W4/00, 25, 800, 0, ABOVE Kedmonton, 782, Kmilk_rv
100/01-29-023-23W4/00, 25, 875, 0, ABOVE Kbearpaw, 831.1, Klea_park
100/05-31-023-23W4/00, 25, 850, 0, ABOVE Khrssh_cy, 826, Klea_park
100/01-33-023-23W4/00, 25, 850, 0, ABOVE Kbattle, 839, Kmilk_rv
100/13-33-023-23W4/00, 25, 859, 0, ABOVE Kbattle, 836.3, Kmilk_rv
100/13-06-023-24W4/00, 25, 900, 0, ABOVE Kedmonton, 897.7, Kmilk_rv
100/04-14-023-24W4/00, 10, 875, 0, ABOVE Khrssh_cy, 841.3, Kmilk_rv
100/01-19-023-24W4/00, 25, 900, 0, ABOVE Khrssh_cy, 884, Kmilk_rv
100/03-20-023-24W4/00, 375, 800, 257.9, Khrssh_cy, 636.5, Kforemost
100/04-22-023-24W4/00, 25, 900, 0, ABOVE Kbattle, 880.5, Kmilk_rv
102/03-23-023-24W4/00, 25, 875, 0, ABOVE Kbattle, 849.5, Kmilk_rv
100/05-24-023-24W4/00, 25, 900, 0, ABOVE Kbattle, 865.9, Kmilk_rv
100/02-27-023-24W4/00, 25, 875, 0, ABOVE Khrssh_cy, 875, Kmilk_rv
100/01-28-023-24W4/00, 25, 1175, 0, ABOVE Khrssh_cy, 1155.7, Klea_park
100/13-29-023-24W4/00, 25, 1325, 0, ABOVE Kbelly_rv, 1269.6, Klea_park
100/11-30-023-24W4/00, 100, 1350, 0, ABOVE Kbearpaw, 1294, Klea_park
100/11-31-023-24W4/00, 10, 1225, 0, ABOVE Kbelly_rv, 1184, Klea_park
100/06-32-023-24W4/00, 25, 1325, 0, ABOVE Kbearpaw, 1318, Kmilk_rv
100/01-33-023-24W4/00, 25, 1200, 0, ABOVE Khrssh_cy, 1160.6, Klea_park
100/08-01-023-25W4/00, 25, 950, 0, ABOVE Kedmonton, 903, Kmilk_rv
100/12-07-023-25W4/00, 25, 975, 0, ABOVE Kbearpaw, 945.6, Klea_park
100/11-09-023-25W4/00, 1450, 1825, 1358, K2nd_ws, 1820.8, Mpekisko
100/14-10-023-25W4/00, 50, 975, 0, ABOVE Kbelly_rv, 953, Kmilk_rv
100/01-14-023-25W4/00, 25, 945, 0, ABOVE Khrssh_cy, 919, Kmilk_rv
100/04-25-023-25W4/00, 25, 1059.5, 0, ABOVE Kbattle, 1046.5, Kmed_hat
100/01-27-023-25W4/00, 25, 975, 0, ABOVE Kbelly_rv, 954, Kmilk_rv
100/12-30-023-25W4/00, 25, 1000, 0, ABOVE Kbattle, 999.6, Kmilk_rv
100/16-31-023-25W4/00, 25, 1000, 0, ABOVE Kbattle, 979.9, Kmilk_rv
100/16-01-023-26W4/00, 25, 1025, 0, ABOVE Khrssh_cy, 990, Kmilk_rv
100/04-03-023-26W4/00, 25, 1075, 0, ABOVE Kbattle, 1064.1, Kmilk_rv
100/15-04-023-26W4/00, 243.2, 1683.7, 0, ABOVE Kbearpaw, 1594.2, Kvik_ss
100/03-05-023-26W4/00, 25, 1075, 0, ABOVE Kbattle, 1054.3, Kmilk_rv
100/03-06-023-26W4/00, 50, 1025, 0, ABOVE Kbattle, 817.7, Kforemost
100/04-07-023-26W4/00, 25, 1125, 0, ABOVE Kbattle, 2837, BELOW Mturner_v_p
100/13-10-023-26W4/00, 100, 1050, 0, ABOVE Kbattle, 1022, Klea_park
100/15-13-023-26W4/00, 25, 1025, 0, ABOVE Khrssh_cy, 1005, Kmilk_rv
100/16-16-023-26W4/00, 25, 1050, 0, ABOVE Kbearpaw, 1035.3, Kmilk_rv
100/01-20-023-26W4/00, 50, 1025, 0, ABOVE Kbattle, 1000, Klea_park
100/09-20-023-26W4/00, 50, 1050, 0, ABOVE Kbattle, 1039.6, Kmilk_rv
100/16-22-023-26W4/00, 25, 1050, 0, ABOVE Kedmonton, 1019.9, Kmilk_rv
100/15-26-023-26W4/00, 50, 1000, 0, ABOVE Kbelly_rv, 973.7, Klea_park
100/02-28-023-26W4/00, 40, 1060, 0, ABOVE Kedmonton, 1032, Kmilk_rv
100/07-29-023-26W4/00, 50, 1050, 0, ABOVE Kbattle, 1046.3, Kmilk_rv
100/02-30-023-26W4/00, 25, 1100, 0, ABOVE Kbattle, 1062.9, Kmilk_rv
100/13-30-023-26W4/00, 25, 1050, 0, ABOVE Kbattle, 1037.7, Klea_park
100/06-31-023-26W4/00, 25, 1050, 0, ABOVE Kbattle, 1025.7, Klea_park
100/04-32-023-26W4/00, 25, 1050, 0, ABOVE Kbattle, 1018.4, Klea_park
100/01-33-023-26W4/00, 50, 1050, 0, ABOVE Kedmonton, 1031.5, Kmilk_rv
100/16-33-023-26W4/00, 25, 1050, 0, ABOVE Kedmonton, 1019.6, Kmilk_rv
100/12-36-023-26W4/00, 79, 1032.3, 0, ABOVE Kbelly_rv, 1004, Kmilk_rv
100/01-02-023-27W4/00, 25, 1025, 0, ABOVE Kbattle, 849.8, Kforemost
100/13-02-023-27W4/00, 25, 1125, 0, ABOVE Khrssh_cy, 1092, Kmilk_rv
100/09-13-023-27W4/00, 25, 1100, 0, ABOVE Kbattle, 1075, Kmilk_rv
100/06-16-023-27W4/00, 278, 2163, 0, ABOVE Kbelly_rv, 2158, Mbanff
100/01-24-023-27W4/00, 9, 560, 0, ABOVE Kbattle, 222.9, Khrssh_cy
100/13-26-023-27W4/00, 25, 1100, 0, ABOVE Kbattle, 1097.7, Kmilk_rv
100/05-35-023-27W4/00, 50, 1100, 0, ABOVE Kbattle, 1062, Klea_park
100/04-10-023-28W4/00, 1700, 2108, 1618.6, K2nd_ws, 2072.2, Melkton
100/07-21-023-28W4/00, 1750, 2200, 1681.5, K2nd_ws, 1830.3, Kbfs
100/12-06-023-03W5/00, 6.6, 2888, 0, ABOVE Klea_park, 2858.4, Jfernie
100/07-13-023-04W5/00, 997, 3067, 0, ABOVE Klea_park, 3049.9, Jfernie
100/05-04-023-06W5/00, 641.1, 2752.1, 616.6, Dwabamun, 2668, Ccathedrl
100/05-08-023-06W5/00, 550, 2275, 0, ABOVE Mmt_head, 269.5, Dwabamun_p
100/15-01-023-07W5/00, 350, 3025, 0, ABOVE Mbanff, 778, Dwabamun
100/08-02-024-06W4/00, 200, 575, 0, ABOVE Kbsbrv_ss, 523.3, Kcolorado
100/12-03-024-06W4/00, 50, 503.1, 0, ABOVE Kbelly_rv, 397.5, Kmilk_rv
102/10-04-024-06W4/00, 200, 525, 0, ABOVE Kbsbrv_ss, 522.1, Kmed_hat
100/08-29-024-06W4/00, 200, 425, 0, ABOVE Kbsbrv_ss, 388.6, Kmilk_rv
100/06-32-024-06W4/00, 200, 425, 0, ABOVE Kbsbrv_ss, 399.5, Kmilk_rv
100/05-33-024-06W4/00, 90, 443.2, 0, ABOVE Kbsbrv_ss, 411.5, Kmilk_rv
100/05-27-024-10W4/00, 358.5, 1589.3, 0, ABOVE Kmilk_rv, 1523.8, Dbvrhl_lk
100/04-13-024-11W4/00, 181.5, 973, 0, ABOVE Kmilk_rv, 955.9, Kglauc_ss
100/08-23-024-11W4/00, 159, 959.5, 0, ABOVE Klea_park, 953.5, Mbanff
100/03-08-024-12W4/00, 16, 850, 0, ABOVE Kforemost, 800.1, Kvik_ss
100/01-21-024-13W4/00, 192.2, 1015, 0, ABOVE Kbsbrv_ss, 1004.2, Kdetrital
100/06-33-024-15W4/00, 50, 900, 0, ABOVE Kbsbrv_ss, 867.1, Kvik_ss
100/02-18-024-16W4/00, 25, 1025, 0, ABOVE Klea_park, 983.9, K2nd_ws
100/15-24-024-16W4/00, 50, 925, 0, ABOVE Kforemost, 923, Kvik_ss
100/06-29-024-16W4/00, 25, 875, 0, ABOVE Klea_park, 792.1, Kmed_hat
100/14-30-024-16W4/00, 25, 650, 0, ABOVE Kbelly_rv, 635, Kmed_hat
100/10-04-024-17W4/00, 900, 1200, 857.8, K2nd_ws, 1194.6, Kellrslie
100/01-13-024-17W4/00, 25, 1125, 0, ABOVE Kbelly_rv, 1086.3, K2nd_ws
100/04-15-024-17W4/00, 25, 767.5, 0, ABOVE Kbsbrv_ss, 711.2, Kmed_hat
102/15-16-024-17W4/00, 25, 889, 0, ABOVE Kbelly_rv, 809.4, Kmed_hat
100/05-25-024-17W4/00, 50, 675, 0, ABOVE Kbelly_rv, 643.9, Kmed_hat
100/09-25-024-17W4/00, 25, 700, 0, ABOVE Kbelly_rv, 626.7, Kmed_hat
100/16-26-024-17W4/00, 25, 700, 0, ABOVE Kbelly_rv, 636.9, Kmed_hat
102/09-31-024-17W4/00, 5, 775, 0, ABOVE Kbelly_rv, 745, Kmed_hat
100/05-32-024-17W4/00, 25, 1314, 0, ABOVE Kbelly_rv, 1308.6, Mpekisko
100/13-35-024-17W4/00, 25, 725, 0, ABOVE Kbelly_rv, 689.1, Kmed_hat
100/06-05-024-18W4/00, 25, 850, 0, ABOVE Klea_park, 828.4, Kcolorado
100/06-06-024-18W4/00, 350, 2200, 0, ABOVE Klea_park, 2150, Cambrian
100/12-06-024-18W4/00, 25, 850, 0, ABOVE Klea_park, 829.8, Kcolorado
102/06-20-024-18W4/00, 20, 800, 0, ABOVE Kbelly_rv, 750, Kmed_hat
100/14-24-024-18W4/00, 167.6, 1355.8, 0, ABOVE Kbelly_rv, 1343.3, Mpekisko
102/10-25-024-18W4/00, 25, 1125, 0, ABOVE Kbearpaw, 1084.3, Kvik_ss
102/07-29-024-18W4/00, 25, 1175, 0, ABOVE Kbelly_rv, 1118.6, Kvik_ss
100/09-26-024-19W4/00, 142.7, 1431.6, 0, ABOVE Kbsbrv_ss, 1418.3, Mpekisko
100/16-33-024-19W4/00, 50, 1451, 0, ABOVE Kedmonton, 1440, Kellrslie
102/10-36-024-19W4/00, 25, 1225, 0, ABOVE Kbelly_rv, 1221, Kjoli_fou
100/05-05-024-20W4/00, 275, 800, 0, ABOVE Kbelly_rv, 723.5, Klea_park
100/07-05-024-20W4/00, 25, 800, 0, ABOVE Kbelly_rv, 725, Klea_park
102/10-05-024-20W4/00, 275, 725, 0, ABOVE Kmilk_rv, 722.5, Kmilk_rv
100/04-07-024-20W4/00, 165, 1425, 0, ABOVE Kbelly_rv, 2837, BELOW Mturner_v_p
100/05-08-024-20W4/00, 100, 800, 0, ABOVE Kbelly_rv, 771.5, Kmed_hat
102/06-11-024-20W4/00, 25, 600, 0, ABOVE Klea_park, 893, Kcummings_p
100/04-18-024-20W4/00, 25, 825, 0, ABOVE Kbelly_rv, 793, Kmed_hat
102/06-23-024-20W4/00, 50, 800, 0, ABOVE Kbearpaw, 795.2, Kmed_hat
102/10-28-024-20W4/00, 50, 800, 0, ABOVE Klea_park, 785, Kcolorado
100/06-29-024-20W4/00, 25, 850, 0, ABOVE Kbelly_rv, 815.4, Kmed_hat
100/15-29-024-20W4/00, 25, 850, 0, ABOVE Kbelly_rv, 817.5, Kmed_hat
102/06-30-024-20W4/00, 25, 775, 0, ABOVE Kpakowki, 751, Kcolorado
103/10-32-024-20W4/00, 25, 800, 0, ABOVE Kbelly_rv, 784, Kcolorado
100/03-34-024-20W4/00, 325, 875, 0, ABOVE Klea_park, 806.8, Klea_park
100/07-34-024-20W4/00, 325, 702, 0, ABOVE Klea_park, 643, Klea_park
100/11-34-024-20W4/00, 325, 900, 0, ABOVE Klea_park, 878.4, Kmilk_rv
100/15-34-024-20W4/00, 325, 700, 0, ABOVE Kpakowki, 694, Kmilk_rv
100/05-36-024-20W4/00, 180, 869, 0, ABOVE Kbelly_rv, 812.6, Kmed_hat
100/08-03-024-21W4/00, 50, 1075, 0, ABOVE Klea_park, 1039, Kmed_hat
100/14-03-024-21W4/00, 50, 1200, 0, ABOVE Kbelly_rv, 1156.7, Kmed_hat
100/08-04-024-21W4/00, 50, 1175, 0, ABOVE Klea_park, 1156.5, Kmed_hat
100/14-04-024-21W4/00, 50, 1275, 0, ABOVE Klea_park, 1217.6, Kmed_hat
100/08-05-024-21W4/00, 50, 1200, 0, ABOVE Kbsbrv_ss, 1144, Kmed_hat
100/14-05-024-21W4/00, 50, 1150, 0, ABOVE Kbsbrv_ss, 1090.2, Kmed_hat
100/08-06-024-21W4/00, 50, 1225, 0, ABOVE Klea_park, 1191.3, Kmed_hat
100/14-06-024-21W4/00, 50, 1175, 0, ABOVE Kbelly_rv, 1117, Kmed_hat
100/08-07-024-21W4/00, 25, 1200, 0, ABOVE Klea_park, 1142.6, Kmed_hat
100/12-07-024-21W4/00, 1400, 2350, 1371, Kglauc_ss, 2837, BELOW Mturner_v_p
100/14-07-024-21W4/00, 50, 1200, 0, ABOVE Kpakowki, 1136, Kmed_hat
100/09-08-024-21W4/00, 50, 975, 0, ABOVE Kpakowki, 919, Kmed_hat
100/14-08-024-21W4/00, 50, 1150, 0, ABOVE Kbelly_rv, 1083.5, Kmed_hat
100/08-09-024-21W4/00, 25, 825, 0, ABOVE Klea_park, 2510, Dmuskeg_p
100/14-09-024-21W4/00, 50, 1275, 0, ABOVE Kbsbrv_ss, 1183.4, Kmed_hat
100/08-10-024-21W4/00, 40, 1240, 0, ABOVE Kbelly_rv, 810.5, Kmed_hat
100/14-10-024-21W4/00, 50, 1200, 0, ABOVE Klea_park, 1138, Kmed_hat
100/16-10-024-21W4/00, 50, 850, 0, ABOVE Kbsbrv_ss, 802.2, Kmed_hat
100/03-11-024-21W4/00, 100, 1122, 0, ABOVE Kbsbrv_ss, 1063, Kmed_hat
100/08-11-024-21W4/00, 50, 1150, 0, ABOVE Kbsbrv_ss, 1076, Kmed_hat
100/14-11-024-21W4/00, 25, 1125, 0, ABOVE Klea_park, 1074, Kmed_hat
100/02-13-024-21W4/00, 25, 800, 0, ABOVE Kbelly_rv, 800, Kmed_hat
100/04-13-024-21W4/00, 25, 825, 0, ABOVE Kbelly_rv, 799.7, Kmed_hat
100/09-13-024-21W4/00, 25, 825, 0, ABOVE Kbsbrv_ss, 810, Kmed_hat
100/13-13-024-21W4/00, 25, 850, 0, ABOVE Kbelly_rv, 825, Kmed_hat
100/08-14-024-21W4/00, 50, 1125, 0, ABOVE Kbelly_rv, 1080.6, Kmed_hat
100/08-15-024-21W4/00, 25, 1200, 0, ABOVE Kbelly_rv, 1154, Kmed_hat
100/14-15-024-21W4/00, 25, 1200, 0, ABOVE Kbelly_rv, 1131.2, Kmed_hat
100/06-16-024-21W4/00, 25, 900, 0, ABOVE Kbelly_rv, 2837, BELOW Mturner_v_p
100/08-16-024-21W4/00, 50, 1225, 0, ABOVE Kbearpaw, 1147, Kmed_hat
100/16-16-024-21W4/00, 50, 1325, 0, ABOVE Kbelly_rv, 1266.5, Kmed_hat
100/06-18-024-21W4/00, 25, 900, 0, ABOVE Kmilk_rv, 848, Kmed_hat
100/08-18-024-21W4/00, 50, 1250, 0, ABOVE Kbsbrv_ss, 1207.7, Kmed_hat
100/14-18-024-21W4/00, 50, 1200, 0, ABOVE Kbsbrv_ss, 1152, Kmed_hat
100/16-18-024-21W4/00, 25, 875, 0, ABOVE Kmilk_rv, 836, Kmed_hat
100/08-20-024-21W4/00, 50, 1200, 0, ABOVE Kbearpaw, 1137, Kmed_hat
100/14-20-024-21W4/00, 40, 1200, 0, ABOVE Kbearpaw, 1135, Kmed_hat
100/08-21-024-21W4/00, 50, 1275, 0, ABOVE Kbearpaw, 1181.4, Kmed_hat
100/14-21-024-21W4/00, 50, 1175, 0, ABOVE Klea_park, 1134.7, Kmed_hat
100/08-22-024-21W4/00, 25, 675, 0, ABOVE Kbearpaw, 444.4, Kbelly_rv
100/14-22-024-21W4/00, 50, 1225, 0, ABOVE Kbelly_rv, 1149, Kmed_hat
100/03-23-024-21W4/00, 25, 725, 0, ABOVE Kbsbrv_ss, 700, Kmilk_rv
100/08-23-024-21W4/00, 325, 825, 0, ABOVE Klea_park, 798, Kmilk_rv
102/10-23-024-21W4/00, 325, 762, 318.7, Kbearpaw, 709, Kmilk_rv
100/11-23-024-21W4/00, 325, 875, 0, ABOVE Klea_park, 850.2, Kmilk_rv
100/04-24-024-21W4/00, 25, 850, 0, ABOVE Kpakowki, 829.2, Kmed_hat
102/10-24-024-21W4/00, 25, 775, 0, ABOVE Kpakowki, 765.7, Kcolorado
100/16-24-024-21W4/00, 25, 700, 0, ABOVE Kbelly_rv, 642, Klea_park
100/16-25-024-21W4/00, 25, 775, 0, ABOVE Kmilk_rv, 764, Kcolorado
100/08-27-024-21W4/00, 40, 1180, 0, ABOVE Kbelly_rv, 1146.6, Kcolorado
100/13-27-024-21W4/00, 25, 1200, 0, ABOVE Klea_park, 1144, Kmed_hat
100/14-28-024-21W4/00, 50, 1175, 0, ABOVE Kedmonton, 1115.3, Kmed_hat
100/08-29-024-21W4/00, 50, 1325, 0, ABOVE Klea_park, 1239, Kmed_hat
102/14-29-024-21W4/00, 50, 1200, 0, ABOVE Klea_park, 1136, Kmed_hat
100/01-30-024-21W4/00, 50, 1175, 0, ABOVE Klea_park, 1118.8, Kmed_hat
100/14-30-024-21W4/00, 50, 1225, 0, ABOVE Kbearpaw, 1176, Kmed_hat
100/04-31-024-21W4/00, 25, 750, 0, ABOVE Kbelly_rv, 737.8, Kmilk_rv
100/09-34-024-21W4/00, 25, 825, 0, ABOVE Kforemost, 800, Kcolorado
100/06-01-024-22W4/00, 25, 595, 0, ABOVE Kbelly_rv, 391, Kbelly_rv
102/06-01-024-22W4/00, 50, 500, 0, ABOVE Kedmonton, 475.2, Kforemost
100/08-01-024-22W4/00, 25, 1175, 0, ABOVE Kbelly_rv, 1125.6, Kmed_hat
102/14-01-024-22W4/00, 25, 900, 0, ABOVE Klea_park, 858, Kmed_hat
100/16-01-024-22W4/00, 25, 1425, 0, ABOVE Klea_park, 1325.4, Kmed_hat
100/01-05-024-22W4/00, 50, 750, 0, ABOVE Klea_park, 732.3, Kmilk_rv
100/06-06-024-22W4/00, 25, 900, 0, ABOVE Kbelly_rv, 871.4, Kmed_hat
100/16-06-024-22W4/00, 25, 900, 0, ABOVE Kbelly_rv, 871.8, Kmed_hat
100/03-07-024-22W4/00, 25, 900, 0, ABOVE Kbelly_rv, 874.2, Kmed_hat
100/09-07-024-22W4/00, 50, 800, 0, ABOVE Khrssh_cy, 772.9, Kmilk_rv
102/07-08-024-22W4/00, 25, 525, 0, ABOVE Khrssh_cy, 414, Kbelly_rv
100/01-09-024-22W4/00, 50, 775, 0, ABOVE Khrssh_cy, 758, Kmilk_rv
100/14-12-024-22W4/00, 25, 1225, 0, ABOVE Khrssh_cy, 1173.2, Kmed_hat
100/16-12-024-22W4/00, 25, 950, 0, ABOVE Kbelly_rv, 885, Kmed_hat
100/08-13-024-22W4/00, 40, 1180, 0, ABOVE Klea_park, 1102, Kmed_hat
102/16-15-024-22W4/00, 25, 525, 0, ABOVE Kbearpaw, 399.4, Kbelly_rv
100/12-16-024-22W4/00, 25, 775, 0, ABOVE Kbearpaw, 769.3, Kmilk_rv
100/04-18-024-22W4/00, 25, 925, 0, ABOVE Kbelly_rv, 907.5, Kmed_hat
100/16-19-024-22W4/00, 25, 800, 0, ABOVE Kbelly_rv, 779.2, Kmilk_rv
100/08-20-024-22W4/00, 50, 800, 0, ABOVE Khrssh_cy, 775.3, Kmilk_rv
102/06-25-024-22W4/00, 25, 720, 0, ABOVE Kedmonton, 687.4, Klea_park
100/16-26-024-22W4/00, 50, 1450, 0, ABOVE Kbelly_rv, 1446.6, Kostracod
102/11-28-024-22W4/00, 1225, 1575, 1159.4, K2nd_ws, 1556.3, Mpekisko
100/05-32-024-22W4/00, 25, 875, 0, ABOVE Kbearpaw, 870.5, Kmed_hat
100/01-36-024-22W4/00, 25, 525, 0, ABOVE Kedmonton, 412.2, Kbelly_rv
100/11-02-024-23W4/00, 25, 850, 0, ABOVE Klea_park, 777.2, Kmilk_rv
100/06-05-024-23W4/00, 1275, 1550, 1242, K2nd_ws, 1451.6, Kmannvl
100/16-08-024-23W4/00, 20, 835, 0, ABOVE Kbsbrv_ss, 800, Kmilk_rv
100/16-13-024-23W4/00, 50, 800, 0, ABOVE Kedmonton, 773.9, Kmilk_rv
100/09-15-024-23W4/00, 20, 835, 0, ABOVE Kedmonton, 790, Kmilk_rv
100/08-17-024-23W4/00, 20, 843, 0, ABOVE Kedmonton, 796.7, Kmilk_rv
100/12-18-024-23W4/00, 50, 850, 32.8, Kbattle, 827, Kmilk_rv
100/16-20-024-23W4/00, 50, 825, 0, ABOVE Kbsbrv_ss, 800, Kmilk_rv
100/15-22-024-23W4/00, 20, 830, 0, ABOVE Kbelly_rv, 780.4, Kmilk_rv
100/16-25-024-23W4/00, 20, 830, 0, ABOVE Kbearpaw, 793, Kmilk_rv
100/16-27-024-23W4/00, 20, 830, 0, ABOVE Kbelly_rv, 791.7, Kmilk_rv
100/16-29-024-23W4/00, 50, 850, 0, ABOVE Kforemost, 821.6, Kmilk_rv
100/09-30-024-23W4/00, 20, 850, 0, ABOVE Kforemost, 829.8, Kmilk_rv
100/16-31-024-23W4/00, 25, 875, 0, ABOVE Kedmonton, 854.8, Kmilk_rv
100/03-04-024-24W4/00, 10, 1225, 0, ABOVE Kbelly_rv, 1189, Klea_park
100/10-05-024-24W4/00, 10, 1225, 0, ABOVE Kbearpaw, 1203.8, Klea_park
100/01-07-024-24W4/00, 25, 925, 0, ABOVE Kbattle, 897, Kmilk_rv
100/16-08-024-24W4/00, 25, 900, 0, ABOVE Kbattle, 855.8, Klea_park
100/13-11-024-24W4/00, 25, 925, 0, ABOVE Kedmonton, 909.2, Kmilk_rv
100/04-12-024-24W4/00, 25, 900, 0, ABOVE Khrssh_cy, 890, Kmilk_rv
102/04-12-024-24W4/00, 25, 550, 0, ABOVE Kbearpaw, 531.7, Kbelly_rv
100/04-13-024-24W4/00, 25, 875, 0, ABOVE Kbelly_rv, 866.7, Kmilk_rv
100/05-14-024-24W4/00, 25, 925, 0, ABOVE Kedmonton, 904.3, Kmilk_rv
102/05-14-024-24W4/00, 25, 575, 0, ABOVE Kbelly_rv, 548.2, Kbelly_rv
100/04-17-024-24W4/00, 50, 925, 0, ABOVE Kbelly_rv, 902.7, Kmilk_rv
100/13-18-024-24W4/00, 50, 950, 0, ABOVE Kbelly_rv, 932.2, Kmilk_rv
100/05-21-024-24W4/00, 25, 925, 0, ABOVE Kbattle, 922.4, Kmilk_rv
100/04-24-024-24W4/00, 25, 875, 0, ABOVE Khrssh_cy, 853.5, Kmilk_rv
100/15-24-024-24W4/00, 25, 850, 0, ABOVE Kbattle, 830, Kmilk_rv
100/02-27-024-24W4/00, 25, 800, 0, ABOVE Kedmonton, 503.8, Kbelly_rv
100/08-30-024-24W4/00, 50, 925, 0, ABOVE Klea_park, 886.2, Klea_park
100/01-31-024-24W4/00, 25, 925, 0, ABOVE Kbattle, 899.6, Kmilk_rv
100/13-31-024-24W4/00, 25, 975, 0, ABOVE Kbattle, 928, Kmilk_rv
100/13-34-024-24W4/00, 25, 875, 0, ABOVE Kbelly_rv, 867.7, Kmilk_rv
100/15-01-024-25W4/00, 25, 950, 0, ABOVE Kbelly_rv, 919, Kmilk_rv
100/01-02-024-25W4/00, 25, 900, 0, ABOVE Kedmonton, 880, Klea_park
100/05-05-024-25W4/00, 250, 1675, 0, ABOVE Kbearpaw, 1568.3, Kvik_ss
100/16-06-024-25W4/00, 284.5, 1833, 0, ABOVE Kbearpaw, 1822.4, Mpekisko
100/01-08-024-25W4/00, 246.3, 2087.4, 0, ABOVE Kedmonton, 2071.8, Mpekisko
100/05-10-024-25W4/00, 25, 975, 0, ABOVE Kbattle, 963.7, Kmilk_rv
100/13-11-024-25W4/00, 25, 1325, 0, ABOVE Kbelly_rv, 1259, Kmilk_rv
100/06-14-024-25W4/00, 50, 1700, 0, ABOVE Kbelly_rv, 1640.6, Kmilk_rv
100/10-15-024-25W4/00, 25, 884, 0, ABOVE Kbelly_rv, 712.7, Kforemost
100/08-18-024-25W4/00, 25, 1000, 0, ABOVE Kbattle, 977.3, Kmilk_rv
100/06-19-024-25W4/00, 25, 950, 0, ABOVE Kbattle, 931, Klea_park
100/10-22-024-25W4/00, 75, 1800, 0, ABOVE Khrssh_cy, 1743.9, Kmilk_rv
100/15-23-024-25W4/00, 25, 1400, 0, ABOVE Kedmonton, 1370, Kmilk_rv
100/07-26-024-25W4/00, 50, 1150, 0, ABOVE Kedmonton, 1113.1, Klea_park
100/06-29-024-25W4/00, 50, 950, 0, ABOVE Kbattle, 923.9, Klea_park
100/09-32-024-25W4/00, 75, 975, 0, ABOVE Kbattle, 939.9, Kmilk_rv
100/05-33-024-25W4/00, 25, 975, 0, ABOVE Kbattle, 942, Kmilk_rv
100/09-36-024-25W4/00, 50, 925, 0, ABOVE Kbattle, 884, Klea_park
100/03-02-024-26W4/00, 50, 1000, 0, ABOVE Kbelly_rv, 970, Klea_park
100/10-03-024-26W4/00, 50, 1050, 0, ABOVE Kbelly_rv, 1009.2, Kmilk_rv
100/16-05-024-26W4/00, 25, 1075, 0, ABOVE Kedmonton, 1045.2, Kmilk_rv
100/01-06-024-26W4/00, 50, 1100, 0, ABOVE Kedmonton, 1064.3, Kmilk_rv
100/12-09-024-26W4/00, 25, 1075, 0, ABOVE Kedmonton, 1045.9, Kmilk_rv
100/09-11-024-26W4/00, 25, 1025, 0, ABOVE Kbattle, 1003.3, Kmilk_rv
100/05-12-024-26W4/00, 50, 1000, 0, ABOVE Kbattle, 992.9, Kmilk_rv
100/09-13-024-26W4/00, 301, 2053.8, 0, ABOVE Khrssh_cy, 2043.3, Mpekisko
100/13-13-024-26W4/00, 525, 1057.5, 449.2, Khrssh_cy, 1023.6, Kmilk_rv
102/13-13-024-26W4/00, 50, 675, 0, ABOVE Kbattle, 644.4, Kbelly_rv
100/05-14-024-26W4/00, 100, 1025, 0, ABOVE Kedmonton, 1022, Kmilk_rv
102/05-14-024-26W4/00, 25, 650, 0, ABOVE Kbattle, 633.4, Kbelly_rv
100/09-15-024-26W4/00, 25, 1025, 0, ABOVE Kedmonton, 1011.4, Kmilk_rv
100/14-16-024-26W4/00, 25, 1050, 0, ABOVE Kbelly_rv, 1037, Kmilk_rv
