User-Format Well ID, Top Depth (m), Bottom Depth (m), Coresponding Top Depth (m), Coresponding FTOP, Coresponding Bottom Depth (m), Coresponding FBTM
100/12-11-062-12W5/00, 340, 2717, 0, ABOVE Klea_park, 2636, Dswan_hl
100/14-11-062-12W5/00, 150, 2735, 0, ABOVE Klea_park, 2654, Dswan_hl
100/02-12-062-12W5/00, 2400, 2712, 2290.1, Direton, 2638.1, Dswan_hl
100/02-20-062-12W5/00, 460.8, 2794, 0, ABOVE Klea_park, 2710.2, Dslave_pt
100/10-11-062-14W5/00, 550, 1789.7, 0, ABOVE Klea_park, 1782.5, Mpekisko
100/10-35-062-14W5/00, 25, 1621, 0, ABOVE Klea_park, 1617.1, Kbluesky
100/03-05-062-16W5/00, 435.5, 2945.6, 0, ABOVE Klea_park, 2910.2, Dbvrhl_lk
100/06-34-062-16W5/00, 262.7, 1938, 0, ABOVE Kbelly_rv, 1902, Kgething
100/12-30-062-17W5/00, 263, 1953, 0, ABOVE Klea_park, 1943, TRmontney
100/05-31-062-17W5/00, 277, 1975, 0, ABOVE Klea_park, 1964.6, Mshunda
102/05-31-062-17W5/00, 629, 2640.3, 0, ABOVE Klea_park, 2636.4, Dcalmar
100/10-01-062-18W5/00, 334, 1923, 0, ABOVE Klea_park, 1899.3, Kgething
100/01-05-062-18W5/00, 288.2, 2160.7, 0, ABOVE Klea_park, 2113.1, TRmontney
100/13-11-062-18W5/00, 1550, 1950, 1381, K2nd_ws, 1942.7, Jfernie
100/08-15-062-18W5/00, 350, 3082, 0, ABOVE Kbelly_rv, 2837, BELOW Mturner_v_p
102/05-35-062-18W5/00, 1940, 1990, 1909, Jnordegg, 1975, Mdebolt
100/06-06-062-19W5/00, 35, 2375, 0, ABOVE Klea_park, 2315, Mbanff
100/10-17-062-19W5/00, 20, 2044, 0, ABOVE Kbelly_rv, 2031.8, Jnordegg
100/10-02-062-20W5/00, 187.5, 1677, 0, ABOVE Klea_park, 1650.2, Kbfs
100/10-08-062-20W5/00, 1650, 1800, 1470.1, K2nd_ws, 1784.6, Kmannvl
102/02-09-062-20W5/00, 493, 3246, 0, ABOVE Klea_park, 3190.6, Dduvernay
100/07-14-062-20W5/00, 25, 2100, 0, ABOVE Klea_park, 2071.1, Jnordegg
100/10-18-062-20W5/00, 1600, 1760, 1426.5, K2nd_ws, 1747.1, Kmannvl
100/10-20-062-20W5/00, 1500, 1950, 1406, K2nd_ws, 1942.5, Kgething
102/11-26-062-20W5/00, 600, 3002, 0, ABOVE Klea_park, 2878.7, Dwintrbrn
100/09-33-062-20W5/00, 250, 2025, 0, ABOVE Klea_park, 2837, BELOW Mturner_v_p
100/03-36-062-20W5/00, 250, 1975, 0, ABOVE Kbelly_rv, 1939, Jfernie
100/14-16-062-21W5/00, 2625, 3305.2, 2447.1, Mbanff, 3283.5, Dcook_lk
102/07-34-062-21W5/00, 1775, 2100, 1770.9, Kharmon, 2027.2, Kgething
100/04-08-062-22W5/00, 1375, 2325, 1290.5, Kcolorado, 2311, Jfernie
100/11-10-062-22W5/00, 407, 2392, 0, ABOVE Kbelly_rv, 2361, Mdebolt
100/05-01-062-23W5/00, 1550, 2440, 1512, Kmuskiki, 2429.7, Jfernie
100/14-11-062-23W5/00, 608.9, 2645, 0, ABOVE Klea_park, 2567.8, Mdebolt
100/16-05-062-24W5/00, 2400, 3000, 2205.4, Kspirit_r, 2976.2, Mpekisko
102/16-33-062-24W5/00, 3150, 3595.5, 0, ABOVE Dduvernay, 3432.3, Dbvrhl_lk
100/08-25-062-25W5/00, 2508, 3876.5, 2493.7, Jnordegg, 3855, Dgrn_wash
100/13-13-062-26W5/00, 5, 583.7, 0, ABOVE Klea_park, 3321, Dwabamun_p
103/10-23-062-26W5/00, 1700, 2540, 1595.8, Kkaskapau, 2509.7, Jfernie
100/04-28-062-26W5/00, 1300, 3683.5, 0, ABOVE Klea_park, 3660, Dleduc
100/13-28-062-26W5/00, 963, 2617, 0, ABOVE Klea_park, 2607, Kcadomin
100/04-36-062-26W5/00, 1050, 3000, 0, ABOVE Kwapiabi, 2908.7, Mbanff
102/10-36-062-26W5/00, 10, 1747.9, 0, ABOVE Klea_park, 1672.8, K2nd_ws
100/12-10-062-27W5/00, 402, 2942, 0, ABOVE Kcolorado, 2920.6, Kcadomin
100/05-14-062-27W5/00, 415, 2090, 0, ABOVE Kwapiabi, 1885.5, Kkaskapau
100/03-05-062-01W6/00, 3115, 3321.6, 3041.7, Jnikanssn, 3148.9, TRmontney
100/04-26-062-01W6/00, 2700, 3850, 2607.1, Kgething, 3775.8, Dwintrbrn
100/11-31-062-01W6/00, 300, 2735, 0, ABOVE Kwapiabi, 2726, Kcadomin
100/06-01-062-02W6/00, 613, 3004.5, 0, ABOVE Kwapiabi, 2962.3, Jfernie
100/10-36-062-02W6/00, 330, 2190, 0, ABOVE Klea_park, 2147, Kshftbury
100/08-07-062-03W6/00, 604.5, 3514.6, 0, ABOVE Kwapiabi, 3484.5, PRbelloy
100/10-02-062-04W6/00, 616, 2157.5, 0, ABOVE Klea_park, 1775.8, Kkaskapau
100/13-05-062-04W6/00, 1945, 2567, 1926.3, Kbadheart, 2493.7, Kdunvegan
100/10-06-062-04W6/00, 700, 3245, 0, ABOVE Kwapiabi, 3214.3, Kcadomin
100/09-08-062-04W6/00, 10, 3349.1, 0, ABOVE Kcardium, 3242.4, Kgething
102/11-16-062-04W6/00, 1562, 3013.3, 1544.6, Kwapiabi, 2908.3, Kgething
100/03-17-062-04W6/00, 626, 2356, 0, ABOVE Kwapiabi, 1958.6, Kkaskapau
100/10-28-062-04W6/00, 625, 2942.8, 0, ABOVE Klea_park, 2927.5, Jnikanssn
100/08-29-062-04W6/00, 2215.4, 2980, 1818.9, Kkaskapau, 2975.3, Kcadomin
100/01-33-062-04W6/00, 625, 2898, 0, ABOVE Kwapiabi, 2886, Kcadomin
100/11-35-062-04W6/00, 2258, 3010, 1888.9, Kkaskapau, 2995.9, Kcadomin
100/15-36-062-04W6/00, 2201, 2930, 2189.2, Kdoe_ck, 2924.4, Jnikanssn
100/11-01-062-05W6/00, 1642, 3087, 0, ABOVE Kwapiabi, 2981.9, Kgething
100/09-03-062-05W6/00, 2259, 3326.5, 2179.4, Kkaskapau, 3281.2, Kcadomin
100/14-07-062-05W6/00, 751.5, 3130, 0, ABOVE Kbelly_rv, 3107.7, Kwilrich
100/03-11-062-05W6/00, 2124.5, 3196.5, 2043.9, Kkaskapau, 3195.6, Kcadomin
100/16-12-062-05W6/00, 620.3, 3454.6, 0, ABOVE Kwapiabi, 3451.3, PRbelloy
100/15-25-062-05W6/00, 10, 839.8, 0, ABOVE Klea_park, 2691, Jnordegg_p
100/13-29-062-05W6/00, 612, 3129, 0, ABOVE Kwapiabi, 3101.8, Kgething
100/08-30-062-05W6/00, 10, 1403, 0, ABOVE Kchinook, 3871, Kwilrich_p
100/08-31-062-05W6/00, 616, 3194, 0, ABOVE Kbsbrv_ss, 3180.3, Jnikanssn
100/15-32-062-05W6/00, 2743, 3163, 2712.7, Knotikwn, 3145.3, Jnikanssn
100/03-33-062-05W6/00, 624, 3125, 0, ABOVE Kbsbrv_ss, 3116.4, Jnikanssn
100/12-09-062-06W6/00, 9.4, 511, 0, ABOVE Kwapiabi, 3433, Dbvhl_lkB_p
100/06-15-062-06W6/00, 2750, 3350, 2697.5, Kshftbury, 2837, BELOW Mturner_v_p
100/07-20-062-06W6/00, 761.7, 3328.2, 0, ABOVE Klea_park, 3317.6, Jnikanssn
100/14-21-062-06W6/00, 4255, 4407, 4238, Mbanff, 4238, Mbanff
100/06-25-062-06W6/00, 75, 3649, 0, ABOVE Kwapiabi, 3586.9, TRmontney
100/08-29-062-06W6/00, 528, 3470, 0, ABOVE Kwapiabi, 2837, BELOW Mturner_v_p
100/10-08-062-07W6/00, 3013, 3552, 2947.8, Kbfs, 3535, Kcadomin
100/11-36-062-07W6/00, 2800, 3375, 2733, Kbfs, 3361.3, Jnikanssn
100/07-20-062-08W6/00, 3209, 3735, 3114.2, Kbfs, 3619.6, Kgething
100/07-28-062-08W6/00, 3150.5, 3598, 3126.5, Knotikwn, 3597.8, Jnikanssn
100/02-30-062-08W6/00, 502, 3007.5, 0, ABOVE Kbsbrv_ss, 2984.6, Kshftbury
100/08-33-062-08W6/00, 570, 3553.5, 0, ABOVE Kbsbrv_ss, 3545.1, Jnikanssn
100/10-34-062-08W6/00, 525, 3350, 0, ABOVE Kwapiabi, 2837, BELOW Mturner_v_p
100/10-32-062-09W6/00, 10, 3148, 0, ABOVE Kwapiabi, 3074.2, Kshftbury
100/14-18-062-10W6/00, 3050, 3450, 2792.4, Kbfs, 2837, BELOW Mturner_v_p
100/11-19-062-10W6/00, 627, 2978, 0, ABOVE Kwapiabi, 2949.4, Kharmon
100/11-19-062-11W6/00, 10, 600, 0, ABOVE Kwapiabi, 5770, Dwabamun_p
102/11-24-062-11W6/00, 40, 3059, 0, ABOVE Kwapiabi, 3035.7, Kcadotte
103/11-24-062-11W6/00, 7, 2340, 0, ABOVE TRchly_lk_p, 1300, Kviking_p
100/08-26-062-11W6/00, 7, 1533, 0, ABOVE Kwapiabi, 1529.7, Kcardium
100/09-31-062-11W6/00, 224, 3394, 0, ABOVE Kwapiabi, 3099.2, Kfalher
100/11-34-062-11W6/00, 10, 460, 0, ABOVE Kwapiabi, 745, _p
100/04-09-062-12W6/00, 615, 3720, 0, ABOVE Kbadheart, 3713.7, Jnordegg
100/01-17-062-12W6/00, 485, 1290, 0, ABOVE Kbadheart, 775, Kkaskapau
100/01-13-062-13W6/00, 619, 3832.5, 0, ABOVE Kdoe_ck, 3328.9, TRchly_lk
100/08-26-062-13W6/00, 200, 2560, 0, ABOVE Kdoe_ck, 2200, Kspirit_r
100/13-06-063-05W4/00, 75, 375, 0, ABOVE K2nd_ws, 340.3, Kgrd_rp_L
100/03-18-063-05W4/00, 125, 400, 0, ABOVE Kcolorado, 357.9, Kgrd_rp_L
100/02-11-063-06W4/00, 111.8, 460.8, 0, ABOVE K2nd_ws, 453.9, Kwabiskaw
100/06-12-063-06W4/00, 25, 400, 0, ABOVE K2nd_ws, 363, Kgrd_rp_L
102/02-13-063-06W4/00, 25, 425, 0, ABOVE K2nd_ws, 409.1, Kclwtr_ss
100/10-13-063-06W4/00, 119.9, 363, 0, ABOVE Kcolorado, 348.3, Kgrd_rp_L
100/13-13-063-06W4/00, 25, 375, 0, ABOVE Kcolorado, 310.6, Kgrand_rp
100/06-24-063-06W4/00, 125, 375, 119.2, Kcolorado, 359.8, Kgrd_rp_L
100/11-24-063-06W4/00, 105, 363, 0, ABOVE Kcolorado, 348, Kgrd_rp_L
100/13-24-063-06W4/00, 50, 425, 0, ABOVE Kcolorado, 419.4, Kclearwtr
102/13-24-063-06W4/00, 116.5, 376, 0, ABOVE Kcolorado, 363.5, Kgrd_rp_L
100/11-32-063-06W4/00, 111.5, 483, 0, ABOVE Kcolorado, 457.1, Kmcmurray
102/02-34-063-06W4/00, 25, 375, 0, ABOVE Kcolorado, 350.1, Kgrd_rp_L
100/07-01-063-07W4/00, 150, 572, 0, ABOVE Kcolorado, 565.3, Kclwtr_ss
100/09-01-063-07W4/00, 150, 549, 0, ABOVE Kcolorado, 498.2, Kgrd_rp_L
102/10-01-063-07W4/00, 100, 447.5, 0, ABOVE K2nd_ws, 446, Dwoodbend
100/11-01-063-07W4/00, 120, 580, 0, ABOVE Kcolorado, 573.3, Kclwtr_ss
100/02-04-063-07W4/00, 25, 589, 0, ABOVE Kcolorado, 588.2, Kmcmurray
100/06-10-063-07W4/00, 25, 597.5, 0, ABOVE Kcolorado, 583.5, Kclwtr_ss
100/07-10-063-07W4/00, 140, 590, 0, ABOVE K2nd_ws, 587.2, Kclwtr_ss
100/09-10-063-07W4/00, 140, 595, 0, ABOVE Kcolorado, 594.2, Kmcmurray
102/06-11-063-07W4/00, 140, 585, 0, ABOVE Kcolorado, 475.5, Kgrd_rp_L
100/14-11-063-07W4/00, 100, 583, 0, ABOVE Kcolorado, 582.6, Kclearwtr
100/11-24-063-07W4/00, 75, 588, 0, ABOVE Kcolorado, 557.7, Kclwtr_ss
100/13-24-063-07W4/00, 75, 579.5, 0, ABOVE Kcolorado, 549.4, Kclwtr_ss
100/15-24-063-07W4/00, 25, 588, 0, ABOVE K2nd_ws, 568, Kclwtr_ss
102/16-12-063-08W4/00, 139.5, 429.7, 0, ABOVE Kvik_ss, 402.8, Kclwtr_ss
102/15-24-063-08W4/00, 30, 637, 0, ABOVE Kcolorado, 633.3, Kclwtr_ss
100/04-25-063-08W4/00, 30, 616.5, 0, ABOVE K2nd_ws, 605.8, Kclwtr_ss
100/15-08-063-05W5/00, 187, 1127, 0, ABOVE Klea_park, 1076.3, Kellrslie
100/14-22-063-05W5/00, 184.5, 924, 0, ABOVE Klea_park, 853.3, Kmannvl
100/12-29-063-05W5/00, 185.2, 980.5, 0, ABOVE Klea_park, 923.7, Kmannvl
100/01-31-063-05W5/00, 10, 1230, 0, ABOVE Klea_park, 1227.8, Dwabamun
100/08-31-063-05W5/00, 150, 1000, 0, ABOVE Klea_park, 932.4, Kmannvl
100/05-01-063-06W5/00, 223, 1147.5, 0, ABOVE Klea_park, 1133.3, Kellrslie
100/05-08-063-06W5/00, 100, 1326, 0, ABOVE Klea_park, 1233.2, Mbanff
100/01-22-063-06W5/00, 1, 1289, 0, ABOVE Klea_park, 1268.1, Dwabamun
100/13-27-063-06W5/00, 82, 1416, 0, ABOVE Klea_park, 1388, Kmannvl
100/01-30-063-06W5/00, 10, 1357, 0, ABOVE Klea_park, 1342.1, Dwabamun
100/08-30-063-06W5/00, 210, 1147.3, 0, ABOVE Klea_park, 1020, Kmannvl
100/08-33-063-06W5/00, 10, 1320, 0, ABOVE Klea_park, 1311.3, Dwabamun
100/06-34-063-06W5/00, 200, 825, 0, ABOVE Kbelly_rv, 775, K2nd_ws
100/04-36-063-06W5/00, 38, 1240, 0, ABOVE Klea_park, 1177.2, Mbanff
100/16-13-063-07W5/00, 100, 1360, 0, ABOVE Klea_park, 1344.6, Dwabamun
100/01-15-063-07W5/00, 400, 1407, 0, ABOVE Klea_park, 1396.6, Dwabamun
100/02-28-063-07W5/00, 251, 1307, 0, ABOVE Klea_park, 1263.4, Kellrslie
100/06-05-063-08W5/00, 1050, 1356, 948.8, K2nd_ws, 1350.8, Kglauc_ss
100/05-14-063-08W5/00, 278, 1374.5, 0, ABOVE Klea_park, 1369, Mbanff
100/13-03-063-09W5/00, 283, 1635, 0, ABOVE Klea_park, 1634.1, Dwabamun
100/16-10-063-09W5/00, 292.9, 1427, 0, ABOVE Kbsbrv_ss, 1402.4, Kellrslie
100/12-34-063-09W5/00, 606.7, 2465.7, 0, ABOVE Klea_park, 2423.3, Dswan_hl
100/01-27-063-10W5/00, 608, 2692, 0, ABOVE Klea_park, 2624.7, Dswan_hl
100/14-22-063-11W5/00, 2425, 2775, 2411, Direton, 2730, Dswan_hl
100/02-36-063-12W5/00, 1336, 1800, 1268.9, K2nd_ws, 1786.7, Mpekisko
100/03-03-063-16W5/00, 449.1, 2393.9, 0, ABOVE Klea_park, 2291, Dwabamun
100/02-12-063-16W5/00, 194.8, 1699.3, 0, ABOVE Klea_park, 1672, Kmannvl
100/06-26-063-16W5/00, 300, 1627, 0, ABOVE Kbelly_rv, 1624, Kjoli_fou
100/13-32-063-16W5/00, 2570, 2901, 2561.1, Dwoodbend, 2561.1, Dwoodbend
100/04-12-063-17W5/00, 600, 2680, 0, ABOVE Klea_park, 2566.6, Dwintrbrn
100/16-24-063-17W5/00, 2630, 3060.9, 2596.6, Dwintrbrn, 2723, Direton
100/07-02-063-18W5/00, 2698.2, 3020.6, 2664.7, Dwoodbend, 3014.2, Dbvrhl_lk
100/09-15-063-18W5/00, 364.3, 1810.1, 0, ABOVE Kbelly_rv, 1772.9, Kgething
100/01-21-063-18W5/00, 640.8, 2587.7, 0, ABOVE Klea_park, 2572, Direton
100/14-30-063-18W5/00, 610, 2600, 0, ABOVE Kcolorado, 2565.4, Direton
100/11-06-063-19W5/00, 610, 2831.5, 0, ABOVE Klea_park, 2673.5, Dwintrbrn
100/14-07-063-19W5/00, 630.6, 2748.2, 0, ABOVE Klea_park, 2626.4, Dwintrbrn
100/10-17-063-19W5/00, 1964.9, 4490.8, 1950.1, Kbluesky, 2018.6, Kgething
100/05-27-063-19W5/00, 10, 1819.1, 0, ABOVE Klea_park, 1812.8, Kbluesky
100/12-29-063-19W5/00, 2690, 3110, 2586.3, Dwintrbrn, 3039.8, Dduvernay
100/14-11-063-20W5/00, 627.2, 3134, 0, ABOVE Klea_park, 3125.8, Dbvrhl_lk
100/15-13-063-20W5/00, 626.8, 3167.5, 0, ABOVE Kcard_ss, 3149.7, Dbvrhl_lk
100/02-22-063-20W5/00, 615, 2855, 0, ABOVE Klea_park, 2850.1, Direton
100/10-06-063-22W5/00, 653, 2333.8, 0, ABOVE Klea_park, 2250.6, TRmontney
100/05-32-063-22W5/00, 3129.7, 3354.3, 3102.3, Direton, 3353.8, Dbvrhl_lk
100/15-06-063-23W5/00, 1550, 3618, 1532.7, K2nd_ws, 2837, BELOW Mturner_v_p
102/07-17-063-23W5/00, 604.8, 3140.5, 0, ABOVE Kcadomin, 3110.2, Dnisku
100/01-11-063-24W5/00, 630, 3434.2, 0, ABOVE Klea_park, 3334.6, Direton
103/13-23-063-24W5/00, 631, 3531, 0, ABOVE Klea_park, 3530, Dduvernay
100/01-03-063-25W5/00, 2319.5, 2469.1, 2262.4, Kgething, 2453.8, TRmontney
100/04-06-063-25W5/00, 10, 2229.9, 0, ABOVE Kwapiabi, 2001.3, Kspirit_r
100/15-06-063-25W5/00, 1550, 3618, 1487.4, Kkaskapau, 3603.1, Dleduc
100/12-16-063-25W5/00, 50, 3320, 0, ABOVE Kwapiabi, 3198.6, Dwintrbrn
100/02-21-063-25W5/00, 1200, 3646, 1180, Kcolorado, 3611.2, Dleduc
102/02-01-063-26W5/00, 50, 1762, 0, ABOVE Kpskwskau, 1588.5, K2nd_ws
100/06-01-063-26W5/00, 290, 2433, 0, ABOVE Klea_park, 2415.3, Jfernie
100/02-10-063-26W5/00, 418.4, 3087.8, 0, ABOVE Kwapiabi, 2980.3, Mbanff
100/06-15-063-26W5/00, 399, 2460, 0, ABOVE Kbadheart, 2350.7, Kgething
100/01-12-063-27W5/00, 606.3, 2829.9, 0, ABOVE Kwapiabi, 2669.7, TRmontney
100/11-08-063-01W6/00, 352.6, 2065.2, 0, ABOVE Klea_park, 2055.7, Kshftbury
100/10-18-063-01W6/00, 310, 2599, 0, ABOVE Kwapiabi, 2582.5, Jnikanssn
102/07-30-063-01W6/00, 10, 2657, 0, ABOVE Kwapiabi, 2619.7, Jfernie
102/07-32-063-01W6/00, 434, 2600, 0, ABOVE Kwapiabi, 2589.6, Jnikanssn
100/14-27-063-02W6/00, 552.5, 3666.5, 0, ABOVE Klea_park, 3479.3, Dwabamun
100/03-34-063-02W6/00, 3290, 3850, 3265, Mbanff, 3822.5, Dleduc
100/06-36-063-02W6/00, 375, 2525, 0, ABOVE Klea_park, 2515.5, Jnikanssn
102/10-12-063-03W6/00, 449.5, 2619, 0, ABOVE Kwapiabi, 2470.2, Kfalher
100/11-03-063-04W6/00, 535.5, 2854, 0, ABOVE Kbelly_rv, 2846, Kcadomin
100/01-04-063-04W6/00, 530, 2698, 0, ABOVE Klea_park, 2505.8, Kfalher
100/09-05-063-04W6/00, 3251.4, 4903.6, 3175.9, TRmontney, 3175.9, TRmontney
100/11-05-063-04W6/00, 536.5, 2875.5, 0, ABOVE Kbelly_rv, 2867.2, Jnikanssn
100/16-07-063-04W6/00, 10, 990, 0, ABOVE Kwapiabi, 2545, Kmannvl_p
100/10-11-063-04W6/00, 531.7, 2837.7, 0, ABOVE Kbelly_rv, 2833.9, Kcadomin
100/02-17-063-04W6/00, 2850, 3237.3, 2780.5, Kgething, 3145, TRmontney
100/13-20-063-04W6/00, 427.8, 3239.6, 0, ABOVE Kwapiabi, 3165.2, TRmontney
102/13-20-063-04W6/00, 3242, 4388.9, 3147.4, TRmontney, 3147.4, TRmontney
100/14-20-063-04W6/00, 3244, 4356, 3183.2, TRmontney, 3183.2, TRmontney
102/14-20-063-04W6/00, 3235.2, 4286.9, 3147.4, TRmontney, 3147.4, TRmontney
100/10-29-063-04W6/00, 566.5, 2858, 0, ABOVE Kwapiabi, 2843.5, Jnikanssn
100/06-36-063-04W6/00, 628, 2122.5, 0, ABOVE Kwapiabi, 2103, Kbfs
100/15-03-063-05W6/00, 614, 3021.3, 0, ABOVE Kbsbrv_ss, 3011.2, Kcadomin
100/15-04-063-05W6/00, 750, 3875, 0, ABOVE Kbelly_rv, 3830.3, Mpekisko
100/12-14-063-05W6/00, 1763.1, 3816, 1751, Kcardium, 3762.4, Mpekisko
100/05-22-063-05W6/00, 591.3, 3368.6, 0, ABOVE Kbelly_rv, 3248.8, TRmontney
100/03-34-063-05W6/00, 587, 2890, 0, ABOVE Kbelly_rv, 2879.6, Kcadomin
100/12-34-063-05W6/00, 3425, 4134, 3372, Mdebolt, 3896, Dwabamun
100/16-36-063-05W6/00, 531, 1697.5, 0, ABOVE Kbelly_rv, 1678.5, Kkaskapau
100/14-02-063-06W6/00, 616, 3531.3, 0, ABOVE Kwapiabi, 3469, TRdoig
100/07-03-063-06W6/00, 564, 3207, 0, ABOVE Kbelly_rv, 3195.6, Kcadomin
100/06-04-063-06W6/00, 50, 962, 0, ABOVE Kwapiabi, 2700, Jpokerchp_p
100/01-05-063-06W6/00, 2018, 3656.9, 2003.1, Kbadheart, 3655.3, TRchly_lk
100/12-06-063-06W6/00, 2885, 3337, 2874.6, Kharmon, 3327.1, Kcadomin
100/16-07-063-06W6/00, 557, 3034.5, 0, ABOVE Kbadheart, 2798, Kfalher
100/10-08-063-06W6/00, 556.5, 2965, 0, ABOVE Kwapiabi, 2957.6, Kwilrich
100/02-11-063-06W6/00, 624, 3178.5, 0, ABOVE Kwapiabi, 3178.3, Kcadomin
100/08-18-063-06W6/00, 10, 955, 0, ABOVE Kwapiabi, 2700, Kdunvegan_p
100/04-19-063-06W6/00, 561, 3089, 0, ABOVE Kwapiabi, 2987.3, Kgething
100/01-20-063-06W6/00, 554, 2958.5, 0, ABOVE Kwapiabi, 2911.5, Kwilrich
100/05-24-063-06W6/00, 2323, 3495.2, 2291.4, Kshftbury, 3272.7, TRmontney
100/08-24-063-06W6/00, 565, 3038, 0, ABOVE Kbelly_rv, 3029.7, Jfernie
100/16-29-063-06W6/00, 615, 3059, 0, ABOVE Kbelly_rv, 3056.3, Kcadomin
100/04-33-063-06W6/00, 3422.2, 4745.1, 3326.4, TRmontney, 3326.4, TRmontney
100/06-03-063-08W6/00, 569, 3491, 0, ABOVE Kwapiabi, 3478.2, Jnikanssn
100/01-09-063-08W6/00, 570, 3330, 0, ABOVE Kbsbrv_ss, 3106.9, Kfalher
100/02-24-063-08W6/00, 600, 3723, 0, ABOVE Kwapiabi, 3687.9, TRmontney
102/06-24-063-08W6/00, 550, 3300, 0, ABOVE Kwapiabi, 3274.5, Jnikanssn
100/16-25-063-08W6/00, 1350, 3150, 1333.1, Kwapiabi, 3137, Kcadomin
100/04-26-063-08W6/00, 588, 3152, 0, ABOVE Kbelly_rv, 3145.9, Jnikanssn
100/13-33-063-08W6/00, 1798.3, 3802.3, 1729.4, Kcard_ss, 3590.7, TRmontney
100/01-02-063-09W6/00, 726, 3137, 0, ABOVE Kwapiabi, 3046.8, Kbfs
100/12-05-063-09W6/00, 2625, 3124, 2266, Kkaskapau, 3092.3, Kshftbury
100/11-13-063-09W6/00, 599, 3581.5, 0, ABOVE Kwapiabi, 3550, Jnikanssn
100/11-33-063-09W6/00, 10, 1786.7, 0, ABOVE Kwapiabi, 1750.1, Kchinook
100/08-04-063-11W6/00, 4, 2254, 0, ABOVE Kwapiabi, 2186.7, Kdunvegan
100/16-05-063-11W6/00, 3148, 3513, 3101.6, Kwilrich, 3498.3, Jnikanssn
100/16-07-063-11W6/00, 7, 2549.9, 0, ABOVE Kwapiabi, 2527.6, Kharmon
100/14-13-063-11W6/00, 4600, 5600, 4464.2, TRmontney, 5580.5, Dwintrbrn
100/03-18-063-11W6/00, 1464, 2782.2, 1426.5, Kkaskapau, 2748.2, Kpaddy
100/08-21-063-11W6/00, 425, 2639.8, 0, ABOVE Klea_park, 2537.2, Kbfs
100/08-29-063-11W6/00, 1600, 3146, 1421.6, Kkaskapau, 2838, Kfalher
100/05-31-063-12W6/00, 602, 3700, 0, ABOVE Kbadheart, 3487.9, Jnikanssn
100/12-03-063-13W6/00, 10.1, 610.2, 0, ABOVE Kdunvegan, 3787.4, _p
100/14-22-063-13W6/00, 10, 3475, 0, ABOVE Kbadheart, 3457.2, Kcadomin
100/06-28-063-13W6/00, 630.5, 3520, 0, ABOVE Kbadheart, 3390.7, Jnikanssn
100/14-36-063-13W6/00, 2898.5, 3669, 2895.5, Kpaddy, 3532.8, Jnikanssn
100/06-24-063-14W6/00, 2450, 2954.5, 2444.7, Knotikwn, 2487.2, Kfalher
100/09-25-063-14W6/00, 2801, 3089, 2800, Jnikanssn, 2800, Jnikanssn
100/06-36-063-14W6/00, 620, 3110, 0, ABOVE Kdunvegan, 2727.6, Jnikanssn
109/09-16-064-03W4/00, 135.3, 431.2, 0, ABOVE K2nd_ws, 399.3, Kclwtr_ss
110/09-16-064-03W4/00, 135, 440, 0, ABOVE K2nd_ws, 438.4, Kwabiskaw
100/12-16-064-03W4/00, 134.3, 445, 0, ABOVE K2nd_ws, 439.9, Kwabiskaw
100/13-16-064-03W4/00, 133, 458, 0, ABOVE Kcolorado, 454.5, Kwabiskaw
100/09-17-064-03W4/00, 133.3, 427, 0, ABOVE K2nd_ws, 393.2, Kclwtr_ss
100/11-17-064-03W4/00, 135.9, 464.2, 0, ABOVE Kcolorado, 425.7, Kclwtr_ss
102/11-17-064-03W4/00, 135.3, 469.3, 0, ABOVE Kcolorado, 426.2, Kclwtr_ss
100/02-20-064-03W4/00, 186.3, 423, 0, ABOVE K2nd_ws, 422.5, Kclwtr_ss
1AA/09-20-064-03W4/00, 160.4, 490, 150, Kcolorado, 485.2, Kmcmurray
1AA/09-26-064-03W4/00, 153.5, 520.6, 0, ABOVE K2nd_ws, 497.9, Kmcmurray
106/07-29-064-03W4/00, 164, 411.5, 0, ABOVE K2nd_ws, 379.5, Kgrand_rp
103/08-30-064-03W4/00, 28.8, 503.1, 0, ABOVE Kcolorado, 443.1, Kclwtr_ss
100/08-32-064-03W4/00, 201, 537.4, 192.9, Kcolorado, 530.9, Kmcmurray
102/06-28-064-04W4/00, 157.7, 495, 0, ABOVE K2nd_ws, 432.9, Kclwtr_ss
118/07-28-064-04W4/00, 149.6, 628.3, 0, ABOVE K2nd_ws, 451.4, Kclwtr_ss
102/09-32-064-04W4/00, 193.2, 538.5, 0, ABOVE K2nd_ws, 502.3, Kmcmurray
102/10-32-064-04W4/00, 190, 558, 0, ABOVE K2nd_ws, 500.4, Kmcmurray
110/16-32-064-04W4/00, 195, 543.5, 0, ABOVE K2nd_ws, 500.4, Kmcmurray
117/16-32-064-04W4/00, 174.5, 500.1, 0, ABOVE Kvik_ss, 442.4, Kmcmurray
102/16-36-064-05W4/00, 132.4, 564.8, 0, ABOVE K2nd_ws, 511.1, Kmcmurray
100/07-12-064-06W4/00, 50, 475, 0, ABOVE K2nd_ws, 459.7, Kmcmurray
100/05-13-064-06W4/00, 125, 450, 0, ABOVE K2nd_ws, 430.3, Kclwtr_ss
100/13-14-064-06W4/00, 125.2, 484, 0, ABOVE K2nd_ws, 472.3, Kmcmurray
